Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.002,
Horizontal Delay,0,
Sample Interval,2e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.2,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-8.840e-03,0.308031,5.21875
-8.838e-03,0.308344,5.21406
-8.836e-03,0.308438,5.2125
-8.834e-03,0.308031,5.21094
-8.832e-03,0.308594,5.21484
-8.830e-03,0.308,5.22031
-8.828e-03,0.308438,5.22031
-8.826e-03,0.308562,5.21641
-8.824e-03,0.3085,5.22109
-8.822e-03,0.308656,5.22422
-8.820e-03,0.308094,5.22891
-8.818e-03,0.308187,5.21797
-8.816e-03,0.308156,5.225
-8.814e-03,0.308406,5.23828
-8.812e-03,0.308719,5.23438
-8.810e-03,0.308406,5.23906
-8.808e-03,0.308906,5.24062
-8.806e-03,0.309,5.23125
-8.804e-03,0.309156,5.23438
-8.802e-03,0.308719,5.23906
-8.800e-03,0.308094,5.24531
-8.798e-03,0.308656,5.23516
-8.796e-03,0.308844,5.23906
-8.794e-03,0.308906,5.24141
-8.792e-03,0.309063,5.24453
-8.790e-03,0.308844,5.25156
-8.788e-03,0.309375,5.24531
-8.786e-03,0.308844,5.25312
-8.784e-03,0.308906,5.25156
-8.782e-03,0.308813,5.25312
-8.780e-03,0.308813,5.25703
-8.778e-03,0.309156,5.25703
-8.776e-03,0.308312,5.25469
-8.774e-03,0.309125,5.25469
-8.772e-03,0.309375,5.25937
-8.770e-03,0.309375,5.25937
-8.768e-03,0.309156,5.25703
-8.766e-03,0.309063,5.25937
-8.764e-03,0.309625,5.26953
-8.762e-03,0.308813,5.26484
-8.760e-03,0.309625,5.26562
-8.758e-03,0.309656,5.26719
-8.756e-03,0.309312,5.26719
-8.754e-03,0.309875,5.28203
-8.752e-03,0.308969,5.27891
-8.750e-03,0.309219,5.27734
-8.748e-03,0.308844,5.27734
-8.746e-03,0.30875,5.275
-8.744e-03,0.309375,5.27578
-8.742e-03,0.309469,5.27578
-8.740e-03,0.309656,5.27187
-8.738e-03,0.309781,5.28359
-8.736e-03,0.309625,5.28359
-8.734e-03,0.309656,5.27969
-8.732e-03,0.309,5.27969
-8.730e-03,0.309781,5.27969
-8.728e-03,0.309562,5.28594
-8.726e-03,0.309469,5.28359
-8.724e-03,0.310125,5.27734
-8.722e-03,0.309219,5.28516
-8.720e-03,0.309937,5.27969
-8.718e-03,0.309937,5.28125
-8.716e-03,0.309406,5.28125
-8.714e-03,0.309719,5.27969
-8.712e-03,0.309375,5.29141
-8.710e-03,0.309719,5.275
-8.708e-03,0.309312,5.27969
-8.706e-03,0.309469,5.28359
-8.704e-03,0.309312,5.28125
-8.702e-03,0.309656,5.28203
-8.700e-03,0.310063,5.2875
-8.698e-03,0.309219,5.28125
-8.696e-03,0.308906,5.28125
-8.694e-03,0.30925,5.28516
-8.692e-03,0.309156,5.28594
-8.690e-03,0.309469,5.275
-8.688e-03,0.308813,5.27734
-8.686e-03,0.308656,5.27578
-8.684e-03,0.309781,5.27344
-8.682e-03,0.309063,5.27344
-8.680e-03,0.309312,5.27109
-8.678e-03,0.308906,5.27969
-8.676e-03,0.309406,5.26953
-8.674e-03,0.309813,5.27891
-8.672e-03,0.309312,5.26328
-8.670e-03,0.309375,5.27187
-8.668e-03,0.30925,5.27891
-8.666e-03,0.309781,5.26719
-8.664e-03,0.309312,5.26328
-8.662e-03,0.30925,5.26562
-8.660e-03,0.30925,5.26484
-8.658e-03,0.308969,5.26172
-8.656e-03,0.309,5.26172
-8.654e-03,0.309719,5.26562
-8.652e-03,0.309625,5.25859
-8.650e-03,0.309063,5.25859
-8.648e-03,0.309125,5.25859
-8.646e-03,0.309312,5.25156
-8.644e-03,0.308969,5.25469
-8.642e-03,0.308969,5.25312
-8.640e-03,0.309375,5.25078
-8.638e-03,0.309156,5.25547
-8.636e-03,0.308719,5.24922
-8.634e-03,0.308406,5.25156
-8.632e-03,0.308594,5.24531
-8.630e-03,0.308813,5.25078
-8.628e-03,0.308562,5.24453
-8.626e-03,0.308906,5.24688
-8.624e-03,0.309125,5.24062
-8.622e-03,0.309406,5.24062
-8.620e-03,0.308656,5.23281
-8.618e-03,0.308969,5.23047
-8.616e-03,0.3085,5.23828
-8.614e-03,0.308562,5.23281
-8.612e-03,0.30875,5.23281
-8.610e-03,0.3085,5.23281
-8.608e-03,0.308562,5.22656
-8.606e-03,0.308656,5.22031
-8.604e-03,0.308438,5.22266
-8.602e-03,0.308656,5.22266
-8.600e-03,0.308969,5.225
-8.598e-03,0.309125,5.225
-8.596e-03,0.308562,5.23125
-8.594e-03,0.308094,5.21797
-8.592e-03,0.308156,5.22031
-8.590e-03,0.308156,5.21797
-8.588e-03,0.308312,5.20781
-8.586e-03,0.308438,5.2125
-8.584e-03,0.308344,5.21406
-8.582e-03,0.308719,5.21406
-8.580e-03,0.308187,5.21406
-8.578e-03,0.308187,5.21406
-8.576e-03,0.307531,5.21406
-8.574e-03,0.307844,5.20781
-8.572e-03,0.307688,5.20391
-8.570e-03,0.307781,5.20078
-8.568e-03,0.307906,5.19453
-8.566e-03,0.307625,5.19766
-8.564e-03,0.307781,5.19219
-8.562e-03,0.307844,5.19062
-8.560e-03,0.307219,5.1875
-8.558e-03,0.307594,5.18437
-8.556e-03,0.307375,5.17344
-8.554e-03,0.307281,5.17812
-8.552e-03,0.3075,5.17422
-8.550e-03,0.307187,5.17734
-8.548e-03,0.307688,5.16328
-8.546e-03,0.307688,5.16406
-8.544e-03,0.307031,5.15937
