Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.004,
Horizontal Delay,0,
Sample Interval,4e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,2,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.9308e-02,-1.49281,1.54281
-1.9304e-02,-1.48937,1.54062
-1.9300e-02,-1.48781,1.54125
-1.9296e-02,-1.49125,1.54125
-1.9292e-02,-1.49,1.53969
-1.9288e-02,-1.49125,1.53875
-1.9284e-02,-1.48781,1.53906
-1.9280e-02,-1.48875,1.53812
-1.9276e-02,-1.48875,1.53719
-1.9272e-02,-1.48687,1.53875
-1.9268e-02,-1.48438,1.53812
-1.9264e-02,-1.48594,1.53812
-1.9260e-02,-1.48625,1.53969
-1.9256e-02,-1.48844,1.54062
-1.9252e-02,-1.48687,1.54
-1.9248e-02,-1.48781,1.53875
-1.9244e-02,-1.48531,1.54125
-1.9240e-02,-1.48687,1.54
-1.9236e-02,-1.48781,1.54062
-1.9232e-02,-1.48781,1.54
-1.9228e-02,-1.48594,1.54
-1.9224e-02,-1.48625,1.53812
-1.9220e-02,-1.48937,1.53719
-1.9216e-02,-1.48844,1.5375
-1.9212e-02,-1.48469,1.54
-1.9208e-02,-1.48594,1.54062
-1.9204e-02,-1.48625,1.53906
-1.9200e-02,-1.48594,1.53719
-1.9196e-02,-1.48687,1.53875
-1.9192e-02,-1.48438,1.53719
-1.9188e-02,-1.48531,1.53875
-1.9184e-02,-1.48531,1.53906
-1.9180e-02,-1.48687,1.5375
-1.9176e-02,-1.48531,1.53969
-1.9172e-02,-1.48438,1.53969
-1.9168e-02,-1.48687,1.53875
-1.9164e-02,-1.48469,1.53812
-1.9160e-02,-1.48438,1.5375
-1.9156e-02,-1.48125,1.53875
-1.9152e-02,-1.48281,1.53812
-1.9148e-02,-1.48219,1.53969
-1.9144e-02,-1.48125,1.53656
-1.9140e-02,-1.48188,1.53875
-1.9136e-02,-1.48062,1.53719
-1.9132e-02,-1.48031,1.535
-1.9128e-02,-1.48062,1.5375
-1.9124e-02,-1.48125,1.53656
-1.9120e-02,-1.48125,1.5375
-1.9116e-02,-1.47719,1.53719
-1.9112e-02,-1.47906,1.53594
-1.9108e-02,-1.47906,1.53563
-1.9104e-02,-1.47906,1.53719
-1.9100e-02,-1.47625,1.54
-1.9096e-02,-1.47781,1.53969
-1.9092e-02,-1.47719,1.53906
-1.9088e-02,-1.47969,1.53875
-1.9084e-02,-1.47781,1.53594
-1.9080e-02,-1.47969,1.53594
-1.9076e-02,-1.48219,1.53406
-1.9072e-02,-1.48125,1.53406
-1.9068e-02,-1.47969,1.53594
-1.9064e-02,-1.47719,1.53063
-1.9060e-02,-1.47812,1.53156
-1.9056e-02,-1.47906,1.53187
-1.9052e-02,-1.48062,1.5325
-1.9048e-02,-1.47875,1.53187
-1.9044e-02,-1.47812,1.53313
-1.9040e-02,-1.47906,1.5325
-1.9036e-02,-1.47812,1.53563
-1.9032e-02,-1.47969,1.53563
-1.9028e-02,-1.47906,1.53563
-1.9024e-02,-1.47656,1.53656
