Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.004,,,Horizontal Scale,0.004
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,4e-06,,,Sample Interval,4e-06
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.2,,,Vertical Scale,2
Vertical Position,2,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1-CH2>"
-1.2000e-04,0.153406,2.61016,,-1.2000e-04,-2.45438
-1.1600e-04,0.154438,2.62422,,-1.1600e-04,-2.47
-1.1200e-04,0.155438,2.63437,,-1.1200e-04,-2.46969
-1.0800e-04,0.1565,2.64062,,-1.0800e-04,-2.48906
-1.0400e-04,0.157625,2.66328,,-1.0400e-04,-2.50156
-1.0000e-04,0.159156,2.66562,,-1.0000e-04,-2.50906
-9.6000e-05,0.1595,2.67578,,-9.6000e-05,-2.51625
-9.2000e-05,0.160531,2.68359,,-9.2000e-05,-2.53187
-8.8000e-05,0.161594,2.69922,,-8.8000e-05,-2.54062
-8.4000e-05,0.163125,2.71562,,-8.4000e-05,-2.55531
-8.0000e-05,0.163719,2.73047,,-8.0000e-05,-2.55688
-7.6000e-05,0.164906,2.73984,,-7.6000e-05,-2.56813
-7.2000e-05,0.166219,2.74453,,-7.2000e-05,-2.5875
-6.8000e-05,0.167594,2.75469,,-6.8000e-05,-2.59219
-6.4000e-05,0.168438,2.76719,,-6.4000e-05,-2.60219
-6.0000e-05,0.169156,2.78125,,-6.0000e-05,-2.60875
-5.6000e-05,0.170063,2.79531,,-5.6000e-05,-2.61281
-5.2000e-05,0.171187,2.80937,,-5.2000e-05,-2.63281
-4.8000e-05,0.172344,2.81797,,-4.8000e-05,-2.64406
-4.4000e-05,0.173281,2.82969,,-4.4000e-05,-2.6525
-4.0000e-05,0.174125,2.83984,,-4.0000e-05,-2.65563
-3.6000e-05,0.175,2.85391,,-3.6000e-05,-2.67063
-3.2000e-05,0.176125,2.86406,,-3.2000e-05,-2.67625
-2.8000e-05,0.176969,2.86641,,-2.8000e-05,-2.68188
-2.4000e-05,0.178094,2.87422,,-2.4000e-05,-2.69406
-2.0000e-05,0.179312,2.89297,,-2.0000e-05,-2.70875
-1.6000e-05,0.180031,2.89922,,-1.6000e-05,-2.71844
-1.2000e-05,0.181156,2.9125,,-1.2000e-05,-2.73563
-8.0000e-06,0.182656,2.92344,,-8.0000e-06,-2.74094
-4.0000e-06,0.183781,2.93125,,-4.0000e-06,-2.75625
1.0000e-15,0.1845,2.94766,,1.0000e-15,-2.76063
4.0000e-06,0.185406,2.95391,,4.0000e-06,-2.77062
8.0000e-06,0.186469,2.96406,,8.0000e-06,-2.77281
1.2000e-05,0.187375,2.97344,,1.2000e-05,-2.78906
1.6000e-05,0.187844,2.98984,,1.6000e-05,-2.80187
2.0000e-05,0.189063,2.99375,,2.0000e-05,-2.80906
2.4000e-05,0.190031,3.00625,,2.4000e-05,-2.81688
2.8000e-05,0.191156,3.01719,,2.8000e-05,-2.83312
3.2000e-05,0.192312,3.03047,,3.2000e-05,-2.83969
3.6000e-05,0.193219,3.0375,,3.6000e-05,-2.84719
4.0000e-05,0.194187,3.04688,,4.0000e-05,-2.85719
4.4000e-05,0.195406,3.05078,,4.4000e-05,-2.86437
4.8000e-05,0.196594,3.06328,,4.8000e-05,-2.87562
5.2000e-05,0.196937,3.07969,,5.2000e-05,-2.88594
5.6000e-05,0.1985,3.08984,,5.6000e-05,-2.89219
6.0000e-05,0.199781,3.09609,,6.0000e-05,-2.89875
6.4000e-05,0.200656,3.10859,,6.4000e-05,-2.90781
6.8000e-05,0.202156,3.12187,,6.8000e-05,-2.91625
7.2000e-05,0.202812,3.13047,,7.2000e-05,-2.92344
7.6000e-05,0.204156,3.14453,,7.6000e-05,-2.93
8.0000e-05,0.204906,3.15703,,8.0000e-05,-2.94188
8.4000e-05,0.206031,3.15937,,8.4000e-05,-2.95531
8.8000e-05,0.207031,3.16719,,8.8000e-05,-2.96594
9.2000e-05,0.207906,3.17969,,9.2000e-05,-2.97375
9.6000e-05,0.208781,3.19141,,9.6000e-05,-2.98438
1.0000e-04,0.210031,3.2,,1.0000e-04,-2.99
1.0400e-04,0.21075,3.20547,,1.0400e-04,-3.005
1.0800e-04,0.210531,3.21797,,1.0800e-04,-3.00937
1.1200e-04,0.211344,3.21953,,1.1200e-04,-3.02031
1.1600e-04,0.212281,3.22969,,1.1600e-04,-3.02719
1.2000e-04,0.213531,3.24062,,1.2000e-04,-3.03844
1.2400e-04,0.215219,3.26406,,1.2400e-04,-3.05094
1.2800e-04,0.216187,3.27109,,1.2800e-04,-3.0625
1.3200e-04,0.217156,3.28125,,1.3200e-04,-3.07344
1.3600e-04,0.217969,3.29297,,1.3600e-04,-3.08062
1.4000e-04,0.218812,3.30156,,1.4000e-04,-3.08312
1.4400e-04,0.219375,3.31328,,1.4400e-04,-3.09094
1.4800e-04,0.220437,3.32109,,1.4800e-04,-3.09969
1.5200e-04,0.221406,3.33359,,1.5200e-04,-3.11
1.5600e-04,0.222437,3.34375,,1.5600e-04,-3.11938
1.6000e-04,0.223344,3.35625,,1.6000e-04,-3.12844
1.6400e-04,0.224094,3.36172,,1.6400e-04,-3.13531
1.6800e-04,0.225125,3.37266,,1.6800e-04,-3.14625
1.7200e-04,0.225844,3.38203,,1.7200e-04,-3.15813
1.7600e-04,0.227156,3.38828,,1.7600e-04,-3.16094
1.8000e-04,0.228,3.4,,1.8000e-04,-3.17531
1.8400e-04,0.228469,3.40078,,1.8400e-04,-3.17063
1.8800e-04,0.229281,3.41719,,1.8800e-04,-3.18125
1.9200e-04,0.230156,3.41875,,1.9200e-04,-3.19437
1.9600e-04,0.231656,3.43281,,1.9600e-04,-3.20063
2.0000e-04,0.232938,3.44141,,2.0000e-04,-3.21375
2.0400e-04,0.233812,3.45312,,2.0400e-04,-3.21937
2.0800e-04,0.234656,3.46719,,2.0800e-04,-3.22844
2.1200e-04,0.235844,3.46719,,2.1200e-04,-3.24562
2.1600e-04,0.236531,3.48359,,2.1600e-04,-3.255
2.2000e-04,0.237313,3.49375,,2.2000e-04,-3.25281
2.2400e-04,0.237875,3.5,,2.2400e-04,-3.25937
2.2800e-04,0.238969,3.51406,,2.2800e-04,-3.26875
2.3200e-04,0.239781,3.52031,,2.3200e-04,-3.28
2.3600e-04,0.241,3.53203,,2.3600e-04,-3.29156
2.4000e-04,0.241719,3.54062,,2.4000e-04,-3.30313
2.4400e-04,0.242281,3.54844,,2.4400e-04,-3.31656
2.4800e-04,0.24325,3.55547,,2.4800e-04,-3.31531
2.5200e-04,0.244156,3.56562,,2.5200e-04,-3.32437
2.5600e-04,0.244531,3.575,,2.5600e-04,-3.33094
2.6000e-04,0.244781,3.575,,2.6000e-04,-3.32969
2.6400e-04,0.245844,3.58125,,2.6400e-04,-3.34
2.6800e-04,0.246687,3.59297,,2.6800e-04,-3.3525
2.7200e-04,0.248437,3.60312,,2.7200e-04,-3.36125
2.7600e-04,0.249281,3.61641,,2.7600e-04,-3.36813
2.8000e-04,0.2505,3.62344,,2.8000e-04,-3.38
2.8400e-04,0.251062,3.62969,,2.8400e-04,-3.38844
2.8800e-04,0.252188,3.64375,,2.8800e-04,-3.38813
2.9200e-04,0.252656,3.65078,,2.9200e-04,-3.39875
2.9600e-04,0.253563,3.6625,,2.9600e-04,-3.41312
3.0000e-04,0.254531,3.67266,,3.0000e-04,-3.41844
3.0400e-04,0.255531,3.67422,,3.0400e-04,-3.42781
3.0800e-04,0.256594,3.68125,,3.0800e-04,-3.43469
3.1200e-04,0.25725,3.68906,,3.1200e-04,-3.44094
3.1600e-04,0.258031,3.69531,,3.1600e-04,-3.44969
3.2000e-04,0.259,3.70469,,3.2000e-04,-3.45688
3.2400e-04,0.26,3.71172,,3.2400e-04,-3.46344
3.2800e-04,0.260906,3.73125,,3.2800e-04,-3.47094
3.3200e-04,0.261625,3.73594,,3.3200e-04,-3.47406
3.3600e-04,0.262125,3.74219,,3.3600e-04,-3.48125
3.4000e-04,0.2635,3.74531,,3.4000e-04,-3.48844
3.4400e-04,0.264125,3.75391,,3.4400e-04,-3.49781
3.4800e-04,0.265188,3.76406,,3.4800e-04,-3.50313
3.5200e-04,0.266062,3.77812,,3.5200e-04,-3.51219
3.5600e-04,0.267219,3.78594,,3.5600e-04,-3.5225
3.6000e-04,0.268219,3.79922,,3.6000e-04,-3.52906
3.6400e-04,0.26925,3.79609,,3.6400e-04,-3.53625
3.6800e-04,0.269969,3.80859,,3.6800e-04,-3.545
3.7200e-04,0.270469,3.81641,,3.7200e-04,-3.55438
3.7600e-04,0.271219,3.82344,,3.7600e-04,-3.56156
3.8000e-04,0.272094,3.83359,,3.8000e-04,-3.555
3.8400e-04,0.273062,3.84297,,3.8400e-04,-3.56844
3.8800e-04,0.273625,3.84687,,3.8800e-04,-3.57938
3.9200e-04,0.274594,3.85391,,3.9200e-04,-3.58719
3.9600e-04,0.275656,3.87344,,3.9600e-04,-3.59813
4.0000e-04,0.27625,3.87578,,4.0000e-04,-3.60156
4.0400e-04,0.276906,3.88359,,4.0400e-04,-3.6125
4.0800e-04,0.27825,3.89844,,4.0800e-04,-3.61781
4.1200e-04,0.279062,3.89844,,4.1200e-04,-3.62562
4.1600e-04,0.279563,3.91094,,4.1600e-04,-3.63687
4.2000e-04,0.279594,3.9125,,4.2000e-04,-3.64031
4.2400e-04,0.27975,3.92109,,4.2400e-04,-3.63594
4.2800e-04,0.280969,3.925,,4.2800e-04,-3.64375
4.3200e-04,0.282156,3.92656,,4.3200e-04,-3.64906
4.3600e-04,0.282844,3.93828,,4.3600e-04,-3.66125
4.4000e-04,0.283937,3.95469,,4.4000e-04,-3.67875
4.4400e-04,0.285188,3.96875,,4.4400e-04,-3.68281
4.4800e-04,0.286062,3.975,,4.4800e-04,-3.68938
4.5200e-04,0.286875,3.97578,,4.5200e-04,-3.69781
4.5600e-04,0.287875,3.98906,,4.5600e-04,-3.70312
4.6000e-04,0.28825,3.99922,,4.6000e-04,-3.71687
4.6400e-04,0.288813,4.00234,,4.6400e-04,-3.71687
4.6800e-04,0.290031,4.01797,,4.6800e-04,-3.72969
4.7200e-04,0.291344,4.02187,,4.7200e-04,-3.73687
4.7600e-04,0.292,4.02969,,4.7600e-04,-3.7425
4.8000e-04,0.292875,4.03984,,4.8000e-04,-3.75219
4.8400e-04,0.293375,4.04688,,4.8400e-04,-3.75969
4.8800e-04,0.294344,4.05312,,4.8800e-04,-3.76187
4.9200e-04,0.295094,4.06484,,4.9200e-04,-3.77094
4.9600e-04,0.296,4.06719,,4.9600e-04,-3.77844
5.0000e-04,0.296375,4.07734,,5.0000e-04,-3.78938
5.0400e-04,0.297125,4.08281,,5.0400e-04,-3.7975
5.0800e-04,0.297781,4.09687,,5.0800e-04,-3.79469
5.1200e-04,0.298406,4.09687,,5.1200e-04,-3.8025
5.1600e-04,0.299625,4.10781,,5.1600e-04,-3.81125
5.2000e-04,0.300125,4.11719,,5.2000e-04,-3.82031
5.2400e-04,0.300937,4.13125,,5.2400e-04,-3.82875
5.2800e-04,0.301844,4.14141,,5.2800e-04,-3.8325
5.3200e-04,0.302656,4.14219,,5.3200e-04,-3.83906
5.3600e-04,0.304031,4.15781,,5.3600e-04,-3.84781
5.4000e-04,0.304594,4.15859,,5.4000e-04,-3.86031
5.4400e-04,0.305469,4.1625,,5.4400e-04,-3.8675
5.4800e-04,0.306688,4.17188,,5.4800e-04,-3.87312
5.5200e-04,0.306937,4.18437,,5.5200e-04,-3.87781
5.5600e-04,0.306969,4.18281,,5.5600e-04,-3.88156
5.6000e-04,0.307781,4.19687,,5.6000e-04,-3.89438
5.6400e-04,0.309,4.19844,,5.6400e-04,-3.90375
5.6800e-04,0.309781,4.2125,,5.6800e-04,-3.91156
5.7200e-04,0.310469,4.22266,,5.7200e-04,-3.91813
5.7600e-04,0.310937,4.22969,,5.7600e-04,-3.92188
5.8000e-04,0.311688,4.23281,,5.8000e-04,-3.92906
5.8400e-04,0.312812,4.24609,,5.8400e-04,-3.93469
5.8800e-04,0.313844,4.25625,,5.8800e-04,-3.94406
5.9200e-04,0.314031,4.26562,,5.9200e-04,-3.94906
5.9600e-04,0.314937,4.26797,,5.9600e-04,-3.95531
6.0000e-04,0.315,4.27422,,6.0000e-04,-3.95969
6.0400e-04,0.315625,4.27656,,6.0400e-04,-3.96531
6.0800e-04,0.315969,4.28203,,6.0800e-04,-3.96781
6.1200e-04,0.316562,4.29219,,6.1200e-04,-3.97156
6.1600e-04,0.316969,4.30078,,6.1600e-04,-3.97688
6.2000e-04,0.3175,4.31094,,6.2000e-04,-3.98594
6.2400e-04,0.31875,4.31875,,6.2400e-04,-3.99156
6.2800e-04,0.319625,4.33437,,6.2800e-04,-4.01031
6.3200e-04,0.320594,4.34453,,6.3200e-04,-4.01344
6.3600e-04,0.321844,4.35078,,6.3600e-04,-4.02375
6.4000e-04,0.32225,4.36172,,6.4000e-04,-4.035
6.4400e-04,0.323031,4.36797,,6.4400e-04,-4.03594
6.4800e-04,0.32375,4.375,,6.4800e-04,-4.04344
6.5200e-04,0.324156,4.38203,,6.5200e-04,-4.04656
6.5600e-04,0.325375,4.38594,,6.5600e-04,-4.055
6.6000e-04,0.325656,4.39531,,6.6000e-04,-4.05813
6.6400e-04,0.326469,4.40234,,6.6400e-04,-4.07
6.6800e-04,0.327531,4.40859,,6.6800e-04,-4.07313
6.7200e-04,0.328313,4.41875,,6.7200e-04,-4.08063
6.7600e-04,0.328719,4.42031,,6.7600e-04,-4.09375
6.8000e-04,0.329625,4.42891,,6.8000e-04,-4.09875
6.8400e-04,0.330187,4.43672,,6.8400e-04,-4.10187
6.8800e-04,0.330375,4.44609,,6.8800e-04,-4.10875
6.9200e-04,0.331094,4.45234,,6.9200e-04,-4.11969
6.9600e-04,0.332219,4.45469,,6.9600e-04,-4.1225
7.0000e-04,0.332875,4.46641,,7.0000e-04,-4.13187
7.0400e-04,0.332812,4.46719,,7.0400e-04,-4.13375
7.0800e-04,0.333844,4.47891,,7.0800e-04,-4.13969
7.1200e-04,0.334562,4.48125,,7.1200e-04,-4.14875
7.1600e-04,0.334656,4.48281,,7.1600e-04,-4.15031
7.2000e-04,0.335531,4.49297,,7.2000e-04,-4.15969
7.2400e-04,0.336125,4.49687,,7.2400e-04,-4.16312
7.2800e-04,0.336844,4.50703,,7.2800e-04,-4.17031
7.3200e-04,0.337844,4.51562,,7.3200e-04,-4.18562
7.3600e-04,0.338562,4.51953,,7.3600e-04,-4.18938
7.4000e-04,0.338969,4.53359,,7.4000e-04,-4.19813
7.4400e-04,0.339938,4.5375,,7.4400e-04,-4.20063
7.4800e-04,0.340656,4.54062,,7.4800e-04,-4.20563
7.5200e-04,0.3415,4.54766,,7.5200e-04,-4.20969
7.5600e-04,0.341344,4.55781,,7.5600e-04,-4.21844
7.6000e-04,0.342125,4.5625,,7.6000e-04,-4.22281
7.6400e-04,0.342688,4.56797,,7.6400e-04,-4.22875
7.6800e-04,0.342969,4.58047,,7.6800e-04,-4.23375
7.7200e-04,0.343031,4.58437,,7.7200e-04,-4.2375
7.7600e-04,0.343688,4.58906,,7.7600e-04,-4.24469
7.8000e-04,0.344344,4.59922,,7.8000e-04,-4.24406
7.8400e-04,0.345375,4.60469,,7.8400e-04,-4.25656
7.8800e-04,0.345688,4.60703,,7.8800e-04,-4.25844
7.9200e-04,0.346437,4.62109,,7.9200e-04,-4.26781
7.9600e-04,0.346688,4.62578,,7.9600e-04,-4.27344
8.0000e-04,0.347094,4.62891,,8.0000e-04,-4.27906
8.0400e-04,0.347969,4.63203,,8.0400e-04,-4.28281
8.0800e-04,0.348625,4.63594,,8.0800e-04,-4.28781
8.1200e-04,0.349031,4.64219,,8.1200e-04,-4.29156
8.1600e-04,0.348719,4.64922,,8.1600e-04,-4.3025
8.2000e-04,0.349437,4.64531,,8.2000e-04,-4.29938
8.2400e-04,0.349875,4.64922,,8.2400e-04,-4.30187
8.2800e-04,0.350437,4.65391,,8.2800e-04,-4.30125
8.3200e-04,0.350406,4.65937,,8.3200e-04,-4.30781
8.3600e-04,0.350688,4.66172,,8.3600e-04,-4.31375
8.4000e-04,0.351562,4.67656,,8.4000e-04,-4.31344
8.4400e-04,0.352219,4.67656,,8.4400e-04,-4.32406
8.4800e-04,0.352875,4.68672,,8.4800e-04,-4.33281
8.5200e-04,0.3535,4.70078,,8.5200e-04,-4.34906
8.5600e-04,0.355062,4.70859,,8.5600e-04,-4.35187
8.6000e-04,0.355688,4.71641,,8.6000e-04,-4.35406
8.6400e-04,0.35675,4.72109,,8.6400e-04,-4.35594
8.6800e-04,0.35725,4.72656,,8.6800e-04,-4.36156
8.7200e-04,0.35775,4.72656,,8.7200e-04,-4.37125
8.7600e-04,0.357875,4.73359,,8.7600e-04,-4.36531
8.8000e-04,0.358281,4.74297,,8.8000e-04,-4.37844
8.8400e-04,0.358781,4.74687,,8.8400e-04,-4.38
8.8800e-04,0.359187,4.75312,,8.8800e-04,-4.39219
8.9200e-04,0.359938,4.75547,,8.9200e-04,-4.39594
8.9600e-04,0.360187,4.76406,,8.9600e-04,-4.40094
9.0000e-04,0.360594,4.77109,,9.0000e-04,-4.4025
9.0400e-04,0.36125,4.78125,,9.0400e-04,-4.4025
9.0800e-04,0.361719,4.7875,,9.0800e-04,-4.41219
9.1200e-04,0.362344,4.78828,,9.1200e-04,-4.42156
9.1600e-04,0.363,4.79219,,9.1600e-04,-4.425
9.2000e-04,0.363406,4.80234,,9.2000e-04,-4.42875
9.2400e-04,0.363844,4.80781,,9.2400e-04,-4.43219
9.2800e-04,0.363906,4.81016,,9.2800e-04,-4.44219
9.3200e-04,0.364406,4.81406,,9.3200e-04,-4.44781
9.3600e-04,0.365187,4.82266,,9.3600e-04,-4.45437
9.4000e-04,0.365219,4.83437,,9.4000e-04,-4.46312
9.4400e-04,0.365531,4.83516,,9.4400e-04,-4.46281
9.4800e-04,0.365687,4.84062,,9.4800e-04,-4.46719
9.5200e-04,0.366281,4.83906,,9.5200e-04,-4.46656
9.5600e-04,0.366844,4.84687,,9.5600e-04,-4.46844
9.6000e-04,0.36725,4.84922,,9.6000e-04,-4.4775
9.6400e-04,0.367406,4.85547,,9.6400e-04,-4.485
9.6800e-04,0.368156,4.86094,,9.6800e-04,-4.485
9.7200e-04,0.368437,4.86328,,9.7200e-04,-4.48875
9.7600e-04,0.368375,4.86875,,9.7600e-04,-4.49906
9.8000e-04,0.368781,4.87266,,9.8000e-04,-4.50438
9.8400e-04,0.369531,4.87578,,9.8400e-04,-4.50969
9.8800e-04,0.36975,4.88281,,9.8800e-04,-4.51562
9.9200e-04,0.370094,4.89375,,9.9200e-04,-4.52094
9.9600e-04,0.370906,4.9,,9.9600e-04,-4.52438
1.0000e-03,0.371406,4.90312,,1.0000e-03,-4.5375
1.0040e-03,0.372125,4.91406,,1.0040e-03,-4.54156
1.0080e-03,0.372281,4.91641,,1.0080e-03,-4.54406
1.0120e-03,0.373031,4.92031,,1.0120e-03,-4.54531
1.0160e-03,0.373156,4.93047,,1.0160e-03,-4.55313
1.0200e-03,0.373656,4.93047,,1.0200e-03,-4.55844
1.0240e-03,0.374219,4.93047,,1.0240e-03,-4.56094
1.0280e-03,0.373906,4.93359,,1.0280e-03,-4.56281
1.0320e-03,0.374563,4.93828,,1.0320e-03,-4.56594
1.0360e-03,0.374469,4.93984,,1.0360e-03,-4.56438
1.0400e-03,0.375344,4.94453,,1.0400e-03,-4.565
1.0440e-03,0.375594,4.95859,,1.0440e-03,-4.57531
1.0480e-03,0.376344,4.95703,,1.0480e-03,-4.57094
1.0520e-03,0.376906,4.96484,,1.0520e-03,-4.58219
1.0560e-03,0.377375,4.96719,,1.0560e-03,-4.58375
1.0600e-03,0.377656,4.97266,,1.0600e-03,-4.59031
1.0640e-03,0.378219,4.98281,,1.0640e-03,-4.59938
1.0680e-03,0.378687,4.98125,,1.0680e-03,-4.60625
1.0720e-03,0.378312,4.98672,,1.0720e-03,-4.60219
1.0760e-03,0.379094,4.9875,,1.0760e-03,-4.61375
1.0800e-03,0.379594,4.99922,,1.0800e-03,-4.61813
1.0840e-03,0.379938,4.99922,,1.0840e-03,-4.62281
1.0880e-03,0.380719,5.00312,,1.0880e-03,-4.62625
1.0920e-03,0.380469,5.00312,,1.0920e-03,-4.63
1.0960e-03,0.380906,5.00937,,1.0960e-03,-4.63219
1.1000e-03,0.381563,5.01172,,1.1000e-03,-4.63375
1.1040e-03,0.381625,5.01797,,1.1040e-03,-4.6375
1.1080e-03,0.380906,5.02187,,1.1080e-03,-4.64844
1.1120e-03,0.381281,5.02734,,1.1120e-03,-4.64562
1.1160e-03,0.381375,5.01484,,1.1160e-03,-4.64187
1.1200e-03,0.38225,5.02578,,1.1200e-03,-4.64531
1.1240e-03,0.382906,5.02812,,1.1240e-03,-4.64438
1.1280e-03,0.382781,5.02734,,1.1280e-03,-4.64281
1.1320e-03,0.383094,5.03125,,1.1320e-03,-4.65156
1.1360e-03,0.383469,5.03594,,1.1360e-03,-4.6525
1.1400e-03,0.383875,5.04141,,1.1400e-03,-4.65969
1.1440e-03,0.384,5.04609,,1.1440e-03,-4.66063
1.1480e-03,0.384469,5.04609,,1.1480e-03,-4.66156
1.1520e-03,0.385125,5.05,,1.1520e-03,-4.66781
1.1560e-03,0.38575,5.05859,,1.1560e-03,-4.67375
1.1600e-03,0.385938,5.06016,,1.1600e-03,-4.67719
1.1640e-03,0.386,5.06797,,1.1640e-03,-4.67531
1.1680e-03,0.38625,5.07187,,1.1680e-03,-4.68094
1.1720e-03,0.38675,5.08437,,1.1720e-03,-4.69906
1.1760e-03,0.387719,5.08906,,1.1760e-03,-4.70125
1.1800e-03,0.388875,5.09219,,1.1800e-03,-4.70563
1.1840e-03,0.389031,5.09687,,1.1840e-03,-4.7075
1.1880e-03,0.38975,5.09609,,1.1880e-03,-4.71312
1.1920e-03,0.3895,5.09844,,1.1920e-03,-4.70906
1.1960e-03,0.3905,5.10469,,1.1960e-03,-4.71031
1.2000e-03,0.390719,5.10625,,1.2000e-03,-4.71563
1.2040e-03,0.390875,5.1125,,1.2040e-03,-4.71625
1.2080e-03,0.390969,5.11328,,1.2080e-03,-4.71844
1.2120e-03,0.390719,5.12656,,1.2120e-03,-4.72531
1.2160e-03,0.391219,5.12734,,1.2160e-03,-4.72938
1.2200e-03,0.391531,5.12109,,1.2200e-03,-4.7275
1.2240e-03,0.391594,5.12734,,1.2240e-03,-4.73406
1.2280e-03,0.392281,5.13672,,1.2280e-03,-4.73719
1.2320e-03,0.392937,5.13359,,1.2320e-03,-4.74656
1.2360e-03,0.392813,5.13359,,1.2360e-03,-4.7375
1.2400e-03,0.393,5.1375,,1.2400e-03,-4.74125
1.2440e-03,0.393312,5.13984,,1.2440e-03,-4.74313
1.2480e-03,0.393219,5.14141,,1.2480e-03,-4.74625
1.2520e-03,0.393906,5.15,,1.2520e-03,-4.74563
1.2560e-03,0.394031,5.15391,,1.2560e-03,-4.74937
1.2600e-03,0.394437,5.15547,,1.2600e-03,-4.75219
1.2640e-03,0.394875,5.15312,,1.2640e-03,-4.76094
1.2680e-03,0.394875,5.15703,,1.2680e-03,-4.76219
1.2720e-03,0.395094,5.15937,,1.2720e-03,-4.7625
1.2760e-03,0.395188,5.16328,,1.2760e-03,-4.75969
1.2800e-03,0.395344,5.16172,,1.2800e-03,-4.76719
1.2840e-03,0.395844,5.17031,,1.2840e-03,-4.76438
1.2880e-03,0.396094,5.17422,,1.2880e-03,-4.77188
1.2920e-03,0.3965,5.17422,,1.2920e-03,-4.77375
1.2960e-03,0.396656,5.18047,,1.2960e-03,-4.78281
1.3000e-03,0.397156,5.18047,,1.3000e-03,-4.77844
1.3040e-03,0.397469,5.18437,,1.3040e-03,-4.78219
1.3080e-03,0.398344,5.18359,,1.3080e-03,-4.78625
1.3120e-03,0.398094,5.19375,,1.3120e-03,-4.78937
1.3160e-03,0.397813,5.19453,,1.3160e-03,-4.7875
1.3200e-03,0.398625,5.19766,,1.3200e-03,-4.79219
1.3240e-03,0.398906,5.19766,,1.3240e-03,-4.79
1.3280e-03,0.398687,5.19766,,1.3280e-03,-4.79094
1.3320e-03,0.39925,5.19844,,1.3320e-03,-4.79438
1.3360e-03,0.399406,5.2,,1.3360e-03,-4.79281
1.3400e-03,0.399844,5.20469,,1.3400e-03,-4.80406
1.3440e-03,0.399844,5.20781,,1.3440e-03,-4.80375
1.3480e-03,0.4,5.21406,,1.3480e-03,-4.80375
1.3520e-03,0.399312,5.2125,,1.3520e-03,-4.80656
1.3560e-03,0.399844,5.21641,,1.3560e-03,-4.81031
1.3600e-03,0.399719,5.21406,,1.3600e-03,-4.80781
1.3640e-03,0.400125,5.21484,,1.3640e-03,-4.80438
1.3680e-03,0.400125,5.21406,,1.3680e-03,-4.80625
1.3720e-03,0.400312,5.21094,,1.3720e-03,-4.8075
1.3760e-03,0.400656,5.21484,,1.3760e-03,-4.81344
1.3800e-03,0.401188,5.21484,,1.3800e-03,-4.81156
1.3840e-03,0.401219,5.21797,,1.3840e-03,-4.81688
1.3880e-03,0.401125,5.22031,,1.3880e-03,-4.81281
1.3920e-03,0.401344,5.22031,,1.3920e-03,-4.82281
1.3960e-03,0.401687,5.22109,,1.3960e-03,-4.82125
1.4000e-03,0.402031,5.22656,,1.4000e-03,-4.81844
1.4040e-03,0.401438,5.225,,1.4040e-03,-4.82062
1.4080e-03,0.401875,5.22891,,1.4080e-03,-4.82188
1.4120e-03,0.402188,5.22812,,1.4120e-03,-4.82594
1.4160e-03,0.402438,5.23047,,1.4160e-03,-4.82625
1.4200e-03,0.402438,5.22812,,1.4200e-03,-4.82406
1.4240e-03,0.402188,5.23125,,1.4240e-03,-4.82844
1.4280e-03,0.402344,5.23281,,1.4280e-03,-4.82812
1.4320e-03,0.402687,5.23672,,1.4320e-03,-4.83188
1.4360e-03,0.403312,5.23906,,1.4360e-03,-4.83
1.4400e-03,0.403312,5.23672,,1.4400e-03,-4.8275
1.4440e-03,0.403375,5.24062,,1.4440e-03,-4.83344
1.4480e-03,0.40325,5.24453,,1.4480e-03,-4.83719
1.4520e-03,0.403625,5.24453,,1.4520e-03,-4.83719
1.4560e-03,0.404062,5.25078,,1.4560e-03,-4.84312
1.4600e-03,0.404219,5.24531,,1.4600e-03,-4.84156
1.4640e-03,0.404281,5.25312,,1.4640e-03,-4.84125
1.4680e-03,0.404375,5.24922,,1.4680e-03,-4.84469
1.4720e-03,0.404594,5.25312,,1.4720e-03,-4.84344
1.4760e-03,0.404531,5.25937,,1.4760e-03,-4.83938
1.4800e-03,0.404438,5.25156,,1.4800e-03,-4.84438
1.4840e-03,0.404531,5.25156,,1.4840e-03,-4.8475
1.4880e-03,0.405125,5.25156,,1.4880e-03,-4.84687
1.4920e-03,0.405094,5.25547,,1.4920e-03,-4.85375
1.4960e-03,0.404531,5.25859,,1.4960e-03,-4.85406
1.5000e-03,0.404875,5.26094,,1.5000e-03,-4.85219
1.5040e-03,0.405125,5.26094,,1.5040e-03,-4.85875
1.5080e-03,0.405188,5.25859,,1.5080e-03,-4.85187
1.5120e-03,0.405188,5.26172,,1.5120e-03,-4.85844
1.5160e-03,0.405344,5.26172,,1.5160e-03,-4.85187
1.5200e-03,0.405281,5.26875,,1.5200e-03,-4.86062
1.5240e-03,0.40525,5.27109,,1.5240e-03,-4.86094
