Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.004,,,Horizontal Scale,0.004
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,4e-06,,,Sample Interval,4e-06
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.2,,,Vertical Scale,2
Vertical Position,2,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1-CH2>"
-1.0764e-02,-0.0040625,0.633594,,-1.0764e-02,-0.649687
-1.0760e-02,-0.0040625,0.647656,,-1.0760e-02,-0.663438
-1.0756e-02,-0.00359375,0.658594,,-1.0756e-02,-0.669375
-1.0752e-02,-0.00325,0.672656,,-1.0752e-02,-0.684063
-1.0748e-02,-0.00278125,0.68125,,-1.0748e-02,-0.695625
-1.0744e-02,-0.00246875,0.707031,,-1.0744e-02,-0.704063
-1.0740e-02,-0.00203125,0.711719,,-1.0740e-02,-0.710938
-1.0736e-02,-0.001875,0.715625,,-1.0736e-02,-0.726562
-1.0732e-02,-0.00165625,0.732031,,-1.0732e-02,-0.735938
-1.0728e-02,-0.0008125,0.746094,,-1.0728e-02,-0.749688
-1.0724e-02,-0.0001875,0.761719,,-1.0724e-02,-0.76
-1.0720e-02,0.00040625,0.774219,,-1.0720e-02,-0.771875
-1.0716e-02,0.001375,0.785937,,-1.0716e-02,-0.78125
-1.0712e-02,0.002,0.792969,,-1.0712e-02,-0.798125
-1.0708e-02,0.00309375,0.803125,,-1.0708e-02,-0.8075
-1.0704e-02,0.003875,0.821094,,-1.0704e-02,-0.826875
-1.0700e-02,0.004125,0.830469,,-1.0700e-02,-0.83125
-1.0696e-02,0.0051875,0.835156,,-1.0696e-02,-0.844063
-1.0692e-02,0.00615625,0.855469,,-1.0692e-02,-0.857187
-1.0688e-02,0.0065625,0.867969,,-1.0688e-02,-0.87125
-1.0684e-02,0.00715625,0.879687,,-1.0684e-02,-0.88375
-1.0680e-02,0.00828125,0.897656,,-1.0680e-02,-0.895625
-1.0676e-02,0.0089375,0.908594,,-1.0676e-02,-0.902813
-1.0672e-02,0.0103125,0.914844,,-1.0672e-02,-0.91375
-1.0668e-02,0.0114687,0.935156,,-1.0668e-02,-0.923125
-1.0664e-02,0.0125937,0.946875,,-1.0664e-02,-0.935312
-1.0660e-02,0.0135,0.957031,,-1.0660e-02,-0.943125
-1.0656e-02,0.014375,0.965625,,-1.0656e-02,-0.961562
-1.0652e-02,0.0154375,0.975781,,-1.0652e-02,-0.971875
-1.0648e-02,0.01625,0.991406,,-1.0648e-02,-0.980938
-1.0644e-02,0.016625,1.00625,,-1.0644e-02,-0.985
-1.0640e-02,0.0180312,1.02031,,-1.0640e-02,-1.00562
-1.0636e-02,0.0191875,1.03203,,-1.0636e-02,-1.01063
-1.0632e-02,0.020375,1.05078,,-1.0632e-02,-1.02156
-1.0628e-02,0.0208125,1.06406,,-1.0628e-02,-1.03563
-1.0624e-02,0.0219062,1.07656,,-1.0624e-02,-1.04469
-1.0620e-02,0.0225937,1.08672,,-1.0620e-02,-1.06188
-1.0616e-02,0.0242188,1.09922,,-1.0616e-02,-1.06875
-1.0612e-02,0.0254062,1.10703,,-1.0612e-02,-1.08937
-1.0608e-02,0.02625,1.125,,-1.0608e-02,-1.10094
-1.0604e-02,0.0270625,1.13828,,-1.0604e-02,-1.11469
-1.0600e-02,0.0280313,1.15234,,-1.0600e-02,-1.12844
-1.0596e-02,0.0290625,1.16406,,-1.0596e-02,-1.13469
-1.0592e-02,0.0300625,1.17422,,-1.0592e-02,-1.14781
-1.0588e-02,0.0309687,1.18906,,-1.0588e-02,-1.15688
-1.0584e-02,0.0323125,1.19922,,-1.0584e-02,-1.17625
-1.0580e-02,0.033125,1.21641,,-1.0580e-02,-1.18594
-1.0576e-02,0.0345,1.23359,,-1.0576e-02,-1.19844
-1.0572e-02,0.03575,1.24687,,-1.0572e-02,-1.21031
-1.0568e-02,0.036625,1.25938,,-1.0568e-02,-1.21813
-1.0564e-02,0.0378438,1.26953,,-1.0564e-02,-1.22938
-1.0560e-02,0.039,1.27812,,-1.0560e-02,-1.25031
-1.0556e-02,0.039875,1.28828,,-1.0556e-02,-1.25344
-1.0552e-02,0.0409375,1.3,,-1.0552e-02,-1.26031
-1.0548e-02,0.0419062,1.31094,,-1.0548e-02,-1.275
-1.0544e-02,0.0432187,1.31875,,-1.0544e-02,-1.29094
-1.0540e-02,0.04425,1.33906,,-1.0540e-02,-1.30688
-1.0536e-02,0.0450937,1.35469,,-1.0536e-02,-1.31375
-1.0532e-02,0.0455625,1.36562,,-1.0532e-02,-1.32531
-1.0528e-02,0.0472187,1.37734,,-1.0528e-02,-1.33594
-1.0524e-02,0.0484062,1.38984,,-1.0524e-02,-1.34219
-1.0520e-02,0.049625,1.40156,,-1.0520e-02,-1.35938
-1.0516e-02,0.050625,1.41953,,-1.0516e-02,-1.36875
-1.0512e-02,0.0515,1.42812,,-1.0512e-02,-1.38031
-1.0508e-02,0.0529688,1.43828,,-1.0508e-02,-1.38875
-1.0504e-02,0.05425,1.45234,,-1.0504e-02,-1.40281
-1.0500e-02,0.05475,1.47109,,-1.0500e-02,-1.41063
-1.0496e-02,0.0560312,1.48281,,-1.0496e-02,-1.42844
-1.0492e-02,0.0571875,1.49062,,-1.0492e-02,-1.43531
-1.0488e-02,0.0585938,1.50703,,-1.0488e-02,-1.44281
-1.0484e-02,0.059625,1.50781,,-1.0484e-02,-1.45719
-1.0480e-02,0.060375,1.52578,,-1.0480e-02,-1.46906
-1.0476e-02,0.0611875,1.54141,,-1.0476e-02,-1.47656
-1.0472e-02,0.0624687,1.54609,,-1.0472e-02,-1.49219
-1.0468e-02,0.0635312,1.5625,,-1.0468e-02,-1.50063
-1.0464e-02,0.0649062,1.57188,,-1.0464e-02,-1.51656
-1.0460e-02,0.0655625,1.58281,,-1.0460e-02,-1.52281
-1.0456e-02,0.0669375,1.59687,,-1.0456e-02,-1.54219
-1.0452e-02,0.0684687,1.6125,,-1.0452e-02,-1.545
-1.0448e-02,0.0691562,1.62266,,-1.0448e-02,-1.55875
-1.0444e-02,0.070375,1.63359,,-1.0444e-02,-1.57281
-1.0440e-02,0.0715625,1.65156,,-1.0440e-02,-1.58188
-1.0436e-02,0.0727187,1.65312,,-1.0436e-02,-1.60094
-1.0432e-02,0.073625,1.67422,,-1.0432e-02,-1.61
-1.0428e-02,0.0745938,1.68672,,-1.0428e-02,-1.61469
-1.0424e-02,0.0755312,1.7,,-1.0424e-02,-1.62438
-1.0420e-02,0.076375,1.71875,,-1.0420e-02,-1.64
-1.0416e-02,0.07775,1.73125,,-1.0416e-02,-1.65469
-1.0412e-02,0.0789063,1.73047,,-1.0412e-02,-1.66
-1.0408e-02,0.0800937,1.74687,,-1.0408e-02,-1.67844
-1.0404e-02,0.0809375,1.76484,,-1.0404e-02,-1.68625
-1.0400e-02,0.0816562,1.77734,,-1.0400e-02,-1.69875
-1.0396e-02,0.0835313,1.79375,,-1.0396e-02,-1.70406
-1.0392e-02,0.084875,1.79844,,-1.0392e-02,-1.7225
-1.0388e-02,0.0857188,1.81406,,-1.0388e-02,-1.73625
-1.0384e-02,0.0865937,1.82812,,-1.0384e-02,-1.74469
-1.0380e-02,0.0871875,1.84844,,-1.0380e-02,-1.75375
-1.0376e-02,0.088875,1.85703,,-1.0376e-02,-1.76375
-1.0372e-02,0.0900313,1.86953,,-1.0372e-02,-1.78094
-1.0368e-02,0.0910937,1.87969,,-1.0368e-02,-1.7875
-1.0364e-02,0.0917188,1.88906,,-1.0364e-02,-1.80438
-1.0360e-02,0.093,1.90156,,-1.0360e-02,-1.81375
-1.0356e-02,0.0940625,1.91016,,-1.0356e-02,-1.82344
-1.0352e-02,0.095125,1.92344,,-1.0352e-02,-1.83469
-1.0348e-02,0.095875,1.93437,,-1.0348e-02,-1.85187
-1.0344e-02,0.0970625,1.94219,,-1.0344e-02,-1.86281
-1.0340e-02,0.0980625,1.95625,,-1.0340e-02,-1.87031
-1.0336e-02,0.0989375,1.97266,,-1.0336e-02,-1.87844
-1.0332e-02,0.0999375,1.98438,,-1.0332e-02,-1.89375
-1.0328e-02,0.100562,1.99687,,-1.0328e-02,-1.89906
-1.0324e-02,0.101938,2.00312,,-1.0324e-02,-1.91469
-1.0320e-02,0.103156,2.01328,,-1.0320e-02,-1.91469
-1.0316e-02,0.10425,2.02969,,-1.0316e-02,-1.93125
-1.0312e-02,0.105219,2.04375,,-1.0312e-02,-1.93813
-1.0308e-02,0.106094,2.05,,-1.0308e-02,-1.95156
-1.0304e-02,0.107156,2.06953,,-1.0304e-02,-1.96313
-1.0300e-02,0.107719,2.08281,,-1.0300e-02,-1.98375
-1.0296e-02,0.108875,2.09609,,-1.0296e-02,-1.985
-1.0292e-02,0.109344,2.10469,,-1.0292e-02,-1.99219
-1.0288e-02,0.109938,2.12031,,-1.0288e-02,-2.00969
-1.0284e-02,0.110906,2.13047,,-1.0284e-02,-2.01531
-1.0280e-02,0.1125,2.14375,,-1.0280e-02,-2.02875
-1.0276e-02,0.112906,2.15781,,-1.0276e-02,-2.04188
-1.0272e-02,0.113656,2.16562,,-1.0272e-02,-2.0475
-1.0268e-02,0.114875,2.17812,,-1.0268e-02,-2.06312
-1.0264e-02,0.115594,2.19219,,-1.0264e-02,-2.0825
-1.0260e-02,0.116437,2.20859,,-1.0260e-02,-2.09156
-1.0256e-02,0.117563,2.22422,,-1.0256e-02,-2.10375
-1.0252e-02,0.118469,2.23203,,-1.0252e-02,-2.11531
-1.0248e-02,0.1195,2.24297,,-1.0248e-02,-2.11813
-1.0244e-02,0.12075,2.25547,,-1.0244e-02,-2.13469
-1.0240e-02,0.121719,2.26484,,-1.0240e-02,-2.13906
-1.0236e-02,0.122437,2.27969,,-1.0236e-02,-2.16094
-1.0232e-02,0.123594,2.2875,,-1.0232e-02,-2.16438
-1.0228e-02,0.125031,2.29922,,-1.0228e-02,-2.17719
-1.0224e-02,0.125844,2.31016,,-1.0224e-02,-2.19
-1.0220e-02,0.12675,2.32422,,-1.0220e-02,-2.19719
-1.0216e-02,0.128125,2.33359,,-1.0216e-02,-2.21125
-1.0212e-02,0.129281,2.35,,-1.0212e-02,-2.22031
-1.0208e-02,0.130469,2.35469,,-1.0208e-02,-2.23
-1.0204e-02,0.131625,2.36875,,-1.0204e-02,-2.23563
-1.0200e-02,0.132281,2.38047,,-1.0200e-02,-2.24781
-1.0196e-02,0.133406,2.39453,,-1.0196e-02,-2.26187
-1.0192e-02,0.134781,2.40078,,-1.0192e-02,-2.27375
-1.0188e-02,0.135938,2.41328,,-1.0188e-02,-2.27813
-1.0184e-02,0.136406,2.425,,-1.0184e-02,-2.29125
-1.0180e-02,0.137937,2.43984,,-1.0180e-02,-2.30063
-1.0176e-02,0.139344,2.44766,,-1.0176e-02,-2.31469
-1.0172e-02,0.140469,2.45859,,-1.0172e-02,-2.32531
-1.0168e-02,0.141062,2.47656,,-1.0168e-02,-2.3325
-1.0164e-02,0.14175,2.48828,,-1.0164e-02,-2.34063
-1.0160e-02,0.142687,2.49062,,-1.0160e-02,-2.34313
-1.0156e-02,0.143625,2.50078,,-1.0156e-02,-2.36313
-1.0152e-02,0.145406,2.51953,,-1.0152e-02,-2.37312
-1.0148e-02,0.145844,2.52891,,-1.0148e-02,-2.38844
-1.0144e-02,0.146875,2.53672,,-1.0144e-02,-2.395
-1.0140e-02,0.148094,2.54922,,-1.0140e-02,-2.40531
-1.0136e-02,0.14925,2.56172,,-1.0136e-02,-2.42094
-1.0132e-02,0.149969,2.57578,,-1.0132e-02,-2.42531
-1.0128e-02,0.150781,2.58359,,-1.0128e-02,-2.43281
-1.0124e-02,0.152,2.59453,,-1.0124e-02,-2.45344
-1.0120e-02,0.153219,2.60859,,-1.0120e-02,-2.46125
-1.0116e-02,0.154438,2.61641,,-1.0116e-02,-2.46656
-1.0112e-02,0.15525,2.62656,,-1.0112e-02,-2.47562
-1.0108e-02,0.156406,2.64297,,-1.0108e-02,-2.49
-1.0104e-02,0.157375,2.65469,,-1.0104e-02,-2.49719
-1.0100e-02,0.158813,2.66484,,-1.0100e-02,-2.51438
-1.0096e-02,0.159312,2.67344,,-1.0096e-02,-2.51562
-1.0092e-02,0.160469,2.68516,,-1.0092e-02,-2.52781
-1.0088e-02,0.1615,2.69531,,-1.0088e-02,-2.5375
-1.0084e-02,0.162813,2.71172,,-1.0084e-02,-2.54875
-1.0080e-02,0.163719,2.72031,,-1.0080e-02,-2.56531
-1.0076e-02,0.164844,2.73203,,-1.0076e-02,-2.56906
-1.0072e-02,0.16625,2.74687,,-1.0072e-02,-2.57656
-1.0068e-02,0.166312,2.75859,,-1.0068e-02,-2.6
-1.0064e-02,0.167625,2.76875,,-1.0064e-02,-2.60719
-1.0060e-02,0.168656,2.78125,,-1.0060e-02,-2.6125
-1.0056e-02,0.169906,2.78906,,-1.0056e-02,-2.62
-1.0052e-02,0.170937,2.80391,,-1.0052e-02,-2.62969
-1.0048e-02,0.172156,2.81406,,-1.0048e-02,-2.64156
-1.0044e-02,0.173469,2.82422,,-1.0044e-02,-2.65094
-1.0040e-02,0.174531,2.83203,,-1.0040e-02,-2.66188
-1.0036e-02,0.175187,2.84609,,-1.0036e-02,-2.66812
-1.0032e-02,0.175875,2.85859,,-1.0032e-02,-2.67594
-1.0028e-02,0.176562,2.86484,,-1.0028e-02,-2.68594
-1.0024e-02,0.177375,2.87187,,-1.0024e-02,-2.69906
-1.0020e-02,0.17875,2.88828,,-1.0020e-02,-2.7175
-1.0016e-02,0.180344,2.90312,,-1.0016e-02,-2.72125
-1.0012e-02,0.181156,2.91484,,-1.0012e-02,-2.73031
-1.0008e-02,0.182063,2.925,,-1.0008e-02,-2.74281
-1.0004e-02,0.183312,2.93594,,-1.0004e-02,-2.74562
-1.0000e-02,0.184438,2.94922,,-1.0000e-02,-2.75375
-9.9960e-03,0.185344,2.95937,,-9.9960e-03,-2.76344
-9.9920e-03,0.186469,2.96406,,-9.9920e-03,-2.77906
-9.9880e-03,0.187688,2.97656,,-9.9880e-03,-2.78438
-9.9840e-03,0.189063,2.98828,,-9.9840e-03,-2.80125
-9.9800e-03,0.189781,2.99609,,-9.9800e-03,-2.80594
-9.9760e-03,0.190937,3.00859,,-9.9760e-03,-2.8175
-9.9720e-03,0.191656,3.01875,,-9.9720e-03,-2.82531
-9.9680e-03,0.192937,3.02734,,-9.9680e-03,-2.83469
-9.9640e-03,0.193375,3.03906,,-9.9640e-03,-2.84063
-9.9600e-03,0.194031,3.04688,,-9.9600e-03,-2.84563
-9.9560e-03,0.19475,3.05781,,-9.9560e-03,-2.8625
-9.9520e-03,0.196031,3.06484,,-9.9520e-03,-2.87125
-9.9480e-03,0.197344,3.08125,,-9.9480e-03,-2.88437
-9.9440e-03,0.1985,3.08984,,-9.9440e-03,-2.89406
-9.9400e-03,0.199375,3.1,,-9.9400e-03,-2.89875
-9.9360e-03,0.200594,3.11172,,-9.9360e-03,-2.91125
-9.9320e-03,0.201469,3.11406,,-9.9320e-03,-2.92437
-9.9280e-03,0.202781,3.12187,,-9.9280e-03,-2.92906
-9.9240e-03,0.203781,3.13828,,-9.9240e-03,-2.93812
-9.9200e-03,0.204406,3.14062,,-9.9200e-03,-2.94406
-9.9160e-03,0.205562,3.15625,,-9.9160e-03,-2.95719
-9.9120e-03,0.206469,3.17109,,-9.9120e-03,-2.96781
-9.9080e-03,0.207906,3.17656,,-9.9080e-03,-2.97656
-9.9040e-03,0.208875,3.1875,,-9.9040e-03,-2.9875
-9.9000e-03,0.209844,3.2,,-9.9000e-03,-2.99531
-9.8960e-03,0.211219,3.20781,,-9.8960e-03,-3.00313
-9.8920e-03,0.211719,3.21719,,-9.8920e-03,-3.00563
-9.8880e-03,0.212063,3.21797,,-9.8880e-03,-3.01375
-9.8840e-03,0.212375,3.22734,,-9.8840e-03,-3.02
-9.8800e-03,0.2135,3.24062,,-9.8800e-03,-3.03187
-9.8760e-03,0.215313,3.25859,,-9.8760e-03,-3.05125
-9.8720e-03,0.216281,3.26641,,-9.8720e-03,-3.05156
-9.8680e-03,0.216906,3.27891,,-9.8680e-03,-3.06125
-9.8640e-03,0.217969,3.29297,,-9.8640e-03,-3.07594
-9.8600e-03,0.218875,3.30859,,-9.8600e-03,-3.08781
-9.8560e-03,0.219469,3.31562,,-9.8560e-03,-3.09313
-9.8520e-03,0.220437,3.32734,,-9.8520e-03,-3.10094
-9.8480e-03,0.221156,3.32891,,-9.8480e-03,-3.10813
-9.8440e-03,0.222313,3.33203,,-9.8440e-03,-3.11313
-9.8400e-03,0.223406,3.34609,,-9.8400e-03,-3.12375
-9.8360e-03,0.2245,3.36172,,-9.8360e-03,-3.13313
-9.8320e-03,0.225437,3.37578,,-9.8320e-03,-3.14594
-9.8280e-03,0.226187,3.38437,,-9.8280e-03,-3.15125
-9.8240e-03,0.227469,3.39062,,-9.8240e-03,-3.16094
-9.8200e-03,0.227906,3.40234,,-9.8200e-03,-3.16656
-9.8160e-03,0.228531,3.40625,,-9.8160e-03,-3.17563
-9.8120e-03,0.2295,3.4125,,-9.8120e-03,-3.18906
-9.8080e-03,0.230594,3.42344,,-9.8080e-03,-3.18969
-9.8040e-03,0.231812,3.43359,,-9.8040e-03,-3.20938
-9.8000e-03,0.233156,3.44531,,-9.8000e-03,-3.21656
-9.7960e-03,0.2335,3.45391,,-9.7960e-03,-3.22375
-9.7920e-03,0.234313,3.46719,,-9.7920e-03,-3.22969
-9.7880e-03,0.235187,3.47812,,-9.7880e-03,-3.24313
-9.7840e-03,0.236281,3.48438,,-9.7840e-03,-3.25531
-9.7800e-03,0.23725,3.49453,,-9.7800e-03,-3.25906
-9.7760e-03,0.238156,3.50469,,-9.7760e-03,-3.25969
-9.7720e-03,0.238969,3.5125,,-9.7720e-03,-3.27594
-9.7680e-03,0.239938,3.51797,,-9.7680e-03,-3.28063
-9.7640e-03,0.240969,3.52891,,-9.7640e-03,-3.29406
-9.7600e-03,0.241625,3.53672,,-9.7600e-03,-3.29937
-9.7560e-03,0.242344,3.54844,,-9.7560e-03,-3.30438
-9.7520e-03,0.24325,3.55859,,-9.7520e-03,-3.31781
-9.7480e-03,0.244219,3.57109,,-9.7480e-03,-3.32719
-9.7440e-03,0.244531,3.57891,,-9.7440e-03,-3.33062
-9.7400e-03,0.245188,3.57891,,-9.7400e-03,-3.3325
-9.7360e-03,0.245875,3.5875,,-9.7360e-03,-3.34406
-9.7320e-03,0.247313,3.59609,,-9.7320e-03,-3.34969
-9.7280e-03,0.248031,3.60938,,-9.7280e-03,-3.3625
-9.7240e-03,0.249406,3.62656,,-9.7240e-03,-3.37688
-9.7200e-03,0.250156,3.63437,,-9.7200e-03,-3.38313
-9.7160e-03,0.251312,3.63437,,-9.7160e-03,-3.38563
-9.7120e-03,0.251844,3.65,,-9.7120e-03,-3.395
-9.7080e-03,0.252906,3.65625,,-9.7080e-03,-3.40406
-9.7040e-03,0.253656,3.66484,,-9.7040e-03,-3.41656
-9.7000e-03,0.254281,3.67422,,-9.7000e-03,-3.41219
-9.6960e-03,0.255531,3.68047,,-9.6960e-03,-3.42313
-9.6920e-03,0.256563,3.69062,,-9.6920e-03,-3.43094
-9.6880e-03,0.257469,3.69766,,-9.6880e-03,-3.43
-9.6840e-03,0.258469,3.71172,,-9.6840e-03,-3.44813
-9.6800e-03,0.259,3.71953,,-9.6800e-03,-3.45125
-9.6760e-03,0.259687,3.725,,-9.6760e-03,-3.45938
-9.6720e-03,0.261062,3.73359,,-9.6720e-03,-3.46625
-9.6680e-03,0.262,3.74141,,-9.6680e-03,-3.47812
-9.6640e-03,0.2625,3.74766,,-9.6640e-03,-3.48281
-9.6600e-03,0.263312,3.75156,,-9.6600e-03,-3.49031
-9.6560e-03,0.264156,3.76172,,-9.6560e-03,-3.49313
-9.6520e-03,0.265437,3.76016,,-9.6520e-03,-3.49594
-9.6480e-03,0.266062,3.77187,,-9.6480e-03,-3.51187
-9.6440e-03,0.267062,3.78594,,-9.6440e-03,-3.51469
-9.6400e-03,0.267969,3.79609,,-9.6400e-03,-3.52438
-9.6360e-03,0.268937,3.80078,,-9.6360e-03,-3.53063
-9.6320e-03,0.26975,3.81094,,-9.6320e-03,-3.53906
-9.6280e-03,0.270156,3.81094,,-9.6280e-03,-3.54844
-9.6240e-03,0.271031,3.82266,,-9.6240e-03,-3.55563
-9.6200e-03,0.272,3.83672,,-9.6200e-03,-3.56094
-9.6160e-03,0.272813,3.84531,,-9.6160e-03,-3.56469
-9.6120e-03,0.273656,3.84375,,-9.6120e-03,-3.57719
-9.6080e-03,0.274469,3.85781,,-9.6080e-03,-3.58281
-9.6040e-03,0.27525,3.86797,,-9.6040e-03,-3.59156
-9.6000e-03,0.2765,3.87578,,-9.6000e-03,-3.60094
-9.5960e-03,0.277219,3.88047,,-9.5960e-03,-3.60844
-9.5920e-03,0.277563,3.89766,,-9.5920e-03,-3.61219
-9.5880e-03,0.278531,3.9,,-9.5880e-03,-3.62469
-9.5840e-03,0.279094,3.91094,,-9.5840e-03,-3.63469
-9.5800e-03,0.2795,3.9125,,-9.5800e-03,-3.63656
-9.5760e-03,0.280375,3.91875,,-9.5760e-03,-3.63813
-9.5720e-03,0.281094,3.92109,,-9.5720e-03,-3.63969
-9.5680e-03,0.28175,3.93125,,-9.5680e-03,-3.65063
-9.5640e-03,0.282844,3.94297,,-9.5640e-03,-3.65969
-9.5600e-03,0.283969,3.95859,,-9.5600e-03,-3.68031
-9.5560e-03,0.285031,3.96484,,-9.5560e-03,-3.68063
-9.5520e-03,0.285906,3.97344,,-9.5520e-03,-3.68844
-9.5480e-03,0.287312,3.98359,,-9.5480e-03,-3.69375
-9.5440e-03,0.2885,3.9875,,-9.5440e-03,-3.70562
-9.5400e-03,0.288906,3.99922,,-9.5400e-03,-3.71625
-9.5360e-03,0.289312,4.00547,,-9.5360e-03,-3.72
-9.5320e-03,0.290156,4.01172,,-9.5320e-03,-3.72562
-9.5280e-03,0.291094,4.02187,,-9.5280e-03,-3.73094
-9.5240e-03,0.291438,4.02422,,-9.5240e-03,-3.73969
-9.5200e-03,0.292594,4.03828,,-9.5200e-03,-3.74906
-9.5160e-03,0.293562,4.05078,,-9.5160e-03,-3.75844
-9.5120e-03,0.294219,4.05234,,-9.5120e-03,-3.75969
-9.5080e-03,0.295156,4.0625,,-9.5080e-03,-3.76688
-9.5040e-03,0.296125,4.07344,,-9.5040e-03,-3.78
-9.5000e-03,0.296656,4.07734,,-9.5000e-03,-3.78344
-9.4960e-03,0.297187,4.08359,,-9.4960e-03,-3.79125
-9.4920e-03,0.297687,4.09375,,-9.4920e-03,-3.79844
-9.4880e-03,0.2985,4.09687,,-9.4880e-03,-3.80438
-9.4840e-03,0.298656,4.10391,,-9.4840e-03,-3.79969
-9.4800e-03,0.2995,4.11406,,-9.4800e-03,-3.80469
-9.4760e-03,0.300312,4.11406,,-9.4760e-03,-3.81281
-9.4720e-03,0.301438,4.13437,,-9.4720e-03,-3.82969
-9.4680e-03,0.302625,4.14766,,-9.4680e-03,-3.83469
-9.4640e-03,0.303031,4.15156,,-9.4640e-03,-3.84063
-9.4600e-03,0.303937,4.15469,,-9.4600e-03,-3.85031
-9.4560e-03,0.30475,4.16484,,-9.4560e-03,-3.85625
-9.4520e-03,0.305594,4.17812,,-9.4520e-03,-3.86219
-9.4480e-03,0.306312,4.18203,,-9.4480e-03,-3.87219
-9.4440e-03,0.307187,4.18437,,-9.4440e-03,-3.88094
-9.4400e-03,0.307688,4.19531,,-9.4400e-03,-3.88344
-9.4360e-03,0.308594,4.20937,,-9.4360e-03,-3.89156
-9.4320e-03,0.309469,4.20703,,-9.4320e-03,-3.89562
-9.4280e-03,0.310281,4.21719,,-9.4280e-03,-3.90813
-9.4240e-03,0.310625,4.22734,,-9.4240e-03,-3.91188
-9.4200e-03,0.311656,4.23594,,-9.4200e-03,-3.92156
-9.4160e-03,0.31225,4.24609,,-9.4160e-03,-3.93125
-9.4120e-03,0.313063,4.25156,,-9.4120e-03,-3.93594
-9.4080e-03,0.313844,4.25937,,-9.4080e-03,-3.94563
-9.4040e-03,0.3145,4.27031,,-9.4040e-03,-3.94906
-9.4000e-03,0.3145,4.27812,,-9.4000e-03,-3.95875
-9.3960e-03,0.315063,4.27187,,-9.3960e-03,-3.95469
-9.3920e-03,0.315656,4.28203,,-9.3920e-03,-3.96
-9.3880e-03,0.315906,4.28672,,-9.3880e-03,-3.97313
-9.3840e-03,0.316719,4.29609,,-9.3840e-03,-3.98094
-9.3800e-03,0.317594,4.30234,,-9.3800e-03,-3.98813
-9.3760e-03,0.3185,4.31641,,-9.3760e-03,-4.00406
-9.3720e-03,0.319719,4.33281,,-9.3720e-03,-4.01031
-9.3680e-03,0.320781,4.33672,,-9.3680e-03,-4.01406
-9.3640e-03,0.321562,4.34297,,-9.3640e-03,-4.02875
-9.3600e-03,0.322719,4.34687,,-9.3600e-03,-4.0325
-9.3560e-03,0.323125,4.35469,,-9.3560e-03,-4.04188
-9.3520e-03,0.323875,4.36562,,-9.3520e-03,-4.04156
-9.3480e-03,0.324094,4.37109,,-9.3480e-03,-4.045
-9.3440e-03,0.324812,4.37344,,-9.3440e-03,-4.05656
-9.3400e-03,0.3255,4.37969,,-9.3400e-03,-4.05906
-9.3360e-03,0.326438,4.39141,,-9.3360e-03,-4.07313
-9.3320e-03,0.327031,4.39844,,-9.3320e-03,-4.075
-9.3280e-03,0.327688,4.40625,,-9.3280e-03,-4.08156
-9.3240e-03,0.328406,4.4125,,-9.3240e-03,-4.09719
-9.3200e-03,0.329469,4.41641,,-9.3200e-03,-4.10125
-9.3160e-03,0.329969,4.42422,,-9.3160e-03,-4.10281
-9.3120e-03,0.33075,4.43672,,-9.3120e-03,-4.115
-9.3080e-03,0.33125,4.45078,,-9.3080e-03,-4.12063
-9.3040e-03,0.332125,4.45234,,-9.3040e-03,-4.12688
-9.3000e-03,0.332688,4.45625,,-9.3000e-03,-4.12969
-9.2960e-03,0.333125,4.46328,,-9.2960e-03,-4.13406
-9.2920e-03,0.33375,4.47266,,-9.2920e-03,-4.13469
-9.2880e-03,0.334,4.47734,,-9.2880e-03,-4.14469
-9.2840e-03,0.334719,4.47891,,-9.2840e-03,-4.15062
-9.2800e-03,0.335125,4.48125,,-9.2800e-03,-4.15156
-9.2760e-03,0.336219,4.49375,,-9.2760e-03,-4.16031
-9.2720e-03,0.336625,4.49922,,-9.2720e-03,-4.17656
-9.2680e-03,0.3375,4.50937,,-9.2680e-03,-4.18406
-9.2640e-03,0.3385,4.51562,,-9.2640e-03,-4.19094
-9.2600e-03,0.339531,4.52344,,-9.2600e-03,-4.19406
-9.2560e-03,0.340031,4.53437,,-9.2560e-03,-4.2
-9.2520e-03,0.34025,4.53984,,-9.2520e-03,-4.20031
-9.2480e-03,0.340688,4.54062,,-9.2480e-03,-4.21
-9.2440e-03,0.341656,4.55469,,-9.2440e-03,-4.21938
-9.2400e-03,0.341875,4.55469,,-9.2400e-03,-4.22438
-9.2360e-03,0.342281,4.56094,,-9.2360e-03,-4.22625
-9.2320e-03,0.342688,4.56641,,-9.2320e-03,-4.23594
-9.2280e-03,0.3435,4.57812,,-9.2280e-03,-4.24281
-9.2240e-03,0.344562,4.58125,,-9.2240e-03,-4.24812
-9.2200e-03,0.344812,4.59297,,-9.2200e-03,-4.25312
