Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.004,,,Horizontal Scale,0.004
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,4e-06,,,Sample Interval,4e-06
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,2,,,Vertical Scale,1
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1-CH2>"
-8.3520e-03,-1.08813,1.695,,-8.3520e-03,-2.78063
-8.3480e-03,-1.07875,1.70063,,-8.3480e-03,-2.77875
-8.3440e-03,-1.06781,1.7125,,-8.3440e-03,-2.77594
-8.3400e-03,-1.05469,1.72562,,-8.3400e-03,-2.77625
-8.3360e-03,-1.04406,1.73469,,-8.3360e-03,-2.77844
-8.3320e-03,-1.03812,1.74594,,-8.3320e-03,-2.77875
-8.3280e-03,-1.02594,1.75188,,-8.3280e-03,-2.77937
-8.3240e-03,-1.01875,1.76375,,-8.3240e-03,-2.77937
-8.3200e-03,-1.00812,1.77438,,-8.3200e-03,-2.77937
-8.3160e-03,-0.99875,1.78656,,-8.3160e-03,-2.78344
-8.3120e-03,-0.98875,1.79719,,-8.3120e-03,-2.78156
-8.3080e-03,-0.975,1.80781,,-8.3080e-03,-2.78187
-8.3040e-03,-0.964375,1.81812,,-8.3040e-03,-2.78
-8.3000e-03,-0.951562,1.82875,,-8.3000e-03,-2.78219
-8.2960e-03,-0.944688,1.83781,,-8.2960e-03,-2.78031
-8.2920e-03,-0.935312,1.84688,,-8.2920e-03,-2.78313
-8.2880e-03,-0.92625,1.85719,,-8.2880e-03,-2.78031
-8.2840e-03,-0.915,1.86531,,-8.2840e-03,-2.77719
-8.2800e-03,-0.905312,1.87844,,-8.2800e-03,-2.78375
-8.2760e-03,-0.89625,1.88656,,-8.2760e-03,-2.78
-8.2720e-03,-0.888125,1.89656,,-8.2720e-03,-2.77844
-8.2680e-03,-0.875938,1.90875,,-8.2680e-03,-2.77969
-8.2640e-03,-0.866875,1.91594,,-8.2640e-03,-2.78187
-8.2600e-03,-0.860625,1.925,,-8.2600e-03,-2.78219
-8.2560e-03,-0.850625,1.93219,,-8.2560e-03,-2.78313
-8.2520e-03,-0.844063,1.93781,,-8.2520e-03,-2.78219
-8.2480e-03,-0.831875,1.9475,,-8.2480e-03,-2.78531
-8.2440e-03,-0.82,1.96313,,-8.2440e-03,-2.78594
-8.2400e-03,-0.811562,1.97281,,-8.2400e-03,-2.78375
-8.2360e-03,-0.799375,1.985,,-8.2360e-03,-2.78281
-8.2320e-03,-0.78875,1.99406,,-8.2320e-03,-2.78219
-8.2280e-03,-0.776563,2.00125,,-8.2280e-03,-2.78812
-8.2240e-03,-0.769375,2.01438,,-8.2240e-03,-2.79
-8.2200e-03,-0.759688,2.02469,,-8.2200e-03,-2.78344
-8.2160e-03,-0.7475,2.03437,,-8.2160e-03,-2.78281
-8.2120e-03,-0.735938,2.045,,-8.2120e-03,-2.78125
-8.2080e-03,-0.725625,2.055,,-8.2080e-03,-2.78344
-8.2040e-03,-0.715625,2.06594,,-8.2040e-03,-2.78094
-8.2000e-03,-0.7075,2.07437,,-8.2000e-03,-2.78031
-8.1960e-03,-0.69625,2.08656,,-8.1960e-03,-2.77969
-8.1920e-03,-0.688125,2.09563,,-8.1920e-03,-2.78187
-8.1880e-03,-0.68,2.10375,,-8.1880e-03,-2.78094
-8.1840e-03,-0.674375,2.11,,-8.1840e-03,-2.77844
-8.1800e-03,-0.660625,2.11719,,-8.1800e-03,-2.77656
-8.1760e-03,-0.6525,2.12938,,-8.1760e-03,-2.78094
-8.1720e-03,-0.641875,2.13906,,-8.1720e-03,-2.7825
-8.1680e-03,-0.632812,2.14812,,-8.1680e-03,-2.785
-8.1640e-03,-0.624062,2.16031,,-8.1640e-03,-2.78281
-8.1600e-03,-0.612812,2.17344,,-8.1600e-03,-2.78438
-8.1560e-03,-0.603437,2.18094,,-8.1560e-03,-2.78625
-8.1520e-03,-0.597812,2.19188,,-8.1520e-03,-2.7875
-8.1480e-03,-0.587187,2.20188,,-8.1480e-03,-2.78688
-8.1440e-03,-0.580937,2.20812,,-8.1440e-03,-2.78438
-8.1400e-03,-0.569375,2.21563,,-8.1400e-03,-2.78688
-8.1360e-03,-0.560625,2.23125,,-8.1360e-03,-2.78844
-8.1320e-03,-0.554063,2.24063,,-8.1320e-03,-2.78906
-8.1280e-03,-0.54375,2.25,,-8.1280e-03,-2.78438
-8.1240e-03,-0.535312,2.25687,,-8.1240e-03,-2.78594
-8.1200e-03,-0.526563,2.26344,,-8.1200e-03,-2.78969
-8.1160e-03,-0.515938,2.27031,,-8.1160e-03,-2.78844
-8.1120e-03,-0.510938,2.28,,-8.1120e-03,-2.78688
-8.1080e-03,-0.50375,2.28719,,-8.1080e-03,-2.78594
-8.1040e-03,-0.4925,2.29188,,-8.1040e-03,-2.78688
-8.1000e-03,-0.485938,2.3025,,-8.1000e-03,-2.79094
-8.0960e-03,-0.475938,2.31156,,-8.0960e-03,-2.79156
-8.0920e-03,-0.46125,2.32187,,-8.0920e-03,-2.78781
-8.0880e-03,-0.454063,2.33281,,-8.0880e-03,-2.78781
-8.0840e-03,-0.442188,2.34219,,-8.0840e-03,-2.79219
-8.0800e-03,-0.437188,2.35156,,-8.0800e-03,-2.79312
-8.0760e-03,-0.427187,2.36125,,-8.0760e-03,-2.7925
-8.0720e-03,-0.4175,2.36938,,-8.0720e-03,-2.78719
-8.0680e-03,-0.40875,2.3775,,-8.0680e-03,-2.78781
-8.0640e-03,-0.400625,2.38531,,-8.0640e-03,-2.78719
-8.0600e-03,-0.393125,2.39375,,-8.0600e-03,-2.78344
-8.0560e-03,-0.384375,2.40406,,-8.0560e-03,-2.78031
-8.0520e-03,-0.369063,2.41063,,-8.0520e-03,-2.78281
-8.0480e-03,-0.36,2.41875,,-8.0480e-03,-2.78187
-8.0440e-03,-0.3525,2.4275,,-8.0440e-03,-2.78031
-8.0400e-03,-0.344687,2.43562,,-8.0400e-03,-2.78031
-8.0360e-03,-0.337188,2.44094,,-8.0360e-03,-2.77594
-8.0320e-03,-0.33,2.44625,,-8.0320e-03,-2.77375
-8.0280e-03,-0.3225,2.45312,,-8.0280e-03,-2.77469
-8.0240e-03,-0.315,2.46,,-8.0240e-03,-2.77531
-8.0200e-03,-0.307188,2.46937,,-8.0200e-03,-2.77438
-8.0160e-03,-0.295938,2.47625,,-8.0160e-03,-2.77219
-8.0120e-03,-0.285313,2.48469,,-8.0120e-03,-2.77094
-8.0080e-03,-0.275313,2.49375,,-8.0080e-03,-2.77094
-8.0040e-03,-0.26875,2.50563,,-8.0040e-03,-2.76781
-8.0000e-03,-0.254063,2.51406,,-8.0000e-03,-2.76969
-7.9960e-03,-0.247813,2.52438,,-7.9960e-03,-2.77
-7.9920e-03,-0.23875,2.53,,-7.9920e-03,-2.76875
-7.9880e-03,-0.231563,2.53812,,-7.9880e-03,-2.76844
-7.9840e-03,-0.224375,2.54531,,-7.9840e-03,-2.76844
-7.9800e-03,-0.21625,2.55219,,-7.9800e-03,-2.76562
-7.9760e-03,-0.20625,2.55875,,-7.9760e-03,-2.76562
-7.9720e-03,-0.2,2.56969,,-7.9720e-03,-2.7675
-7.9680e-03,-0.189062,2.57906,,-7.9680e-03,-2.76719
-7.9640e-03,-0.181875,2.58688,,-7.9640e-03,-2.76719
-7.9600e-03,-0.171563,2.59688,,-7.9600e-03,-2.76906
-7.9560e-03,-0.164062,2.60562,,-7.9560e-03,-2.77062
-7.9520e-03,-0.16,2.60969,,-7.9520e-03,-2.77438
-7.9480e-03,-0.157812,2.61625,,-7.9480e-03,-2.77375
-7.9440e-03,-0.150938,2.61875,,-7.9440e-03,-2.77344
-7.9400e-03,-0.145313,2.62375,,-7.9400e-03,-2.775
-7.9360e-03,-0.142187,2.63594,,-7.9360e-03,-2.77531
-7.9320e-03,-0.135625,2.64625,,-7.9320e-03,-2.77656
-7.9280e-03,-0.124063,2.6575,,-7.9280e-03,-2.77625
-7.9240e-03,-0.114687,2.66812,,-7.9240e-03,-2.77937
-7.9200e-03,-0.107188,2.67563,,-7.9200e-03,-2.7775
-7.9160e-03,-0.10375,2.68469,,-7.9160e-03,-2.78531
-7.9120e-03,-0.096875,2.69406,,-7.9120e-03,-2.78594
-7.9080e-03,-0.089375,2.70156,,-7.9080e-03,-2.78656
-7.9040e-03,-0.0846875,2.70906,,-7.9040e-03,-2.7875
-7.9000e-03,-0.078125,2.71844,,-7.9000e-03,-2.79156
-7.8960e-03,-0.0715625,2.72281,,-7.8960e-03,-2.79156
-7.8920e-03,-0.063125,2.73156,,-7.8920e-03,-2.795
-7.8880e-03,-0.0584375,2.74063,,-7.8880e-03,-2.7975
-7.8840e-03,-0.0509375,2.75031,,-7.8840e-03,-2.79906
-7.8800e-03,-0.0415625,2.75687,,-7.8800e-03,-2.80313
-7.8760e-03,-0.0365625,2.76656,,-7.8760e-03,-2.80156
-7.8720e-03,-0.0290625,2.77219,,-7.8720e-03,-2.80313
-7.8680e-03,-0.0196875,2.77937,,-7.8680e-03,-2.80281
-7.8640e-03,-0.0184375,2.78688,,-7.8640e-03,-2.80625
-7.8600e-03,-0.0146875,2.79594,,-7.8600e-03,-2.80875
-7.8560e-03,-0.00625,2.8025,,-7.8560e-03,-2.80812
-7.8520e-03,-0.0021875,2.80875,,-7.8520e-03,-2.80719
-7.8480e-03,0.0034375,2.81469,,-7.8480e-03,-2.81219
-7.8440e-03,0.010625,2.82187,,-7.8440e-03,-2.81594
-7.8400e-03,0.01375,2.83219,,-7.8400e-03,-2.81469
-7.8360e-03,0.0234375,2.84375,,-7.8360e-03,-2.82031
-7.8320e-03,0.0278125,2.85188,,-7.8320e-03,-2.82688
-7.8280e-03,0.0359375,2.86156,,-7.8280e-03,-2.82688
-7.8240e-03,0.04,2.86969,,-7.8240e-03,-2.83
-7.8200e-03,0.043125,2.87531,,-7.8200e-03,-2.83062
-7.8160e-03,0.048125,2.88187,,-7.8160e-03,-2.83312
-7.8120e-03,0.0559375,2.88906,,-7.8120e-03,-2.83406
-7.8080e-03,0.0603125,2.89719,,-7.8080e-03,-2.84031
-7.8040e-03,0.0659375,2.90687,,-7.8040e-03,-2.83906
-7.8000e-03,0.0721875,2.91438,,-7.8000e-03,-2.84187
-7.7960e-03,0.07875,2.92156,,-7.7960e-03,-2.84063
-7.7920e-03,0.0834375,2.92594,,-7.7920e-03,-2.84063
-7.7880e-03,0.0903125,2.93375,,-7.7880e-03,-2.84125
-7.7840e-03,0.0965625,2.94125,,-7.7840e-03,-2.84531
-7.7800e-03,0.101562,2.95156,,-7.7800e-03,-2.84531
-7.7760e-03,0.108125,2.9575,,-7.7760e-03,-2.84375
-7.7720e-03,0.112187,2.96406,,-7.7720e-03,-2.84938
-7.7680e-03,0.11375,2.96375,,-7.7680e-03,-2.85031
-7.7640e-03,0.12,2.96906,,-7.7640e-03,-2.84906
-7.7600e-03,0.125312,2.97375,,-7.7600e-03,-2.84813
-7.7560e-03,0.130938,2.97875,,-7.7560e-03,-2.85
-7.7520e-03,0.139063,2.98656,,-7.7520e-03,-2.85312
-7.7480e-03,0.146875,2.99656,,-7.7480e-03,-2.85188
-7.7440e-03,0.154375,3.00281,,-7.7440e-03,-2.84781
-7.7400e-03,0.16875,3.01594,,-7.7400e-03,-2.85188
-7.7360e-03,0.175625,3.025,,-7.7360e-03,-2.85
-7.7320e-03,0.181875,3.03406,,-7.7320e-03,-2.85438
-7.7280e-03,0.189062,3.03875,,-7.7280e-03,-2.85219
-7.7240e-03,0.195938,3.04438,,-7.7240e-03,-2.84875
-7.7200e-03,0.2025,3.05156,,-7.7200e-03,-2.84969
-7.7160e-03,0.205625,3.05594,,-7.7160e-03,-2.85188
-7.7120e-03,0.213438,3.06125,,-7.7120e-03,-2.85188
-7.7080e-03,0.224062,3.06563,,-7.7080e-03,-2.84938
-7.7040e-03,0.228125,3.07531,,-7.7040e-03,-2.84688
-7.7000e-03,0.235625,3.07875,,-7.7000e-03,-2.84969
-7.6960e-03,0.237187,3.08688,,-7.6960e-03,-2.85281
-7.6920e-03,0.245313,3.0925,,-7.6920e-03,-2.85156
-7.6880e-03,0.256563,3.09656,,-7.6880e-03,-2.85031
-7.6840e-03,0.2575,3.10469,,-7.6840e-03,-2.84781
-7.6800e-03,0.263125,3.11125,,-7.6800e-03,-2.84938
-7.6760e-03,0.2675,3.11813,,-7.6760e-03,-2.84719
-7.6720e-03,0.275313,3.11906,,-7.6720e-03,-2.84906
-7.6680e-03,0.274375,3.12156,,-7.6680e-03,-2.84938
-7.6640e-03,0.278438,3.12469,,-7.6640e-03,-2.85031
-7.6600e-03,0.28375,3.12906,,-7.6600e-03,-2.8525
-7.6560e-03,0.285938,3.13313,,-7.6560e-03,-2.84781
-7.6520e-03,0.294063,3.13719,,-7.6520e-03,-2.85031
-7.6480e-03,0.2975,3.14594,,-7.6480e-03,-2.85344
-7.6440e-03,0.299063,3.15063,,-7.6440e-03,-2.8525
-7.6400e-03,0.302812,3.15344,,-7.6400e-03,-2.84781
-7.6360e-03,0.308125,3.15906,,-7.6360e-03,-2.85031
-7.6320e-03,0.315937,3.16688,,-7.6320e-03,-2.85281
-7.6280e-03,0.319375,3.16969,,-7.6280e-03,-2.8525
-7.6240e-03,0.3225,3.17437,,-7.6240e-03,-2.85375
-7.6200e-03,0.326563,3.175,,-7.6200e-03,-2.855
-7.6160e-03,0.33375,3.17844,,-7.6160e-03,-2.84813
-7.6120e-03,0.33375,3.18312,,-7.6120e-03,-2.85094
-7.6080e-03,0.338125,3.185,,-7.6080e-03,-2.85188
-7.6040e-03,0.34125,3.18812,,-7.6040e-03,-2.84969
-7.6000e-03,0.342188,3.19406,,-7.6000e-03,-2.85031
-7.5960e-03,0.347813,3.19531,,-7.5960e-03,-2.85281
-7.5920e-03,0.353438,3.20438,,-7.5920e-03,-2.85375
-7.5880e-03,0.355938,3.20781,,-7.5880e-03,-2.85312
-7.5840e-03,0.358125,3.21094,,-7.5840e-03,-2.84875
-7.5800e-03,0.364063,3.21406,,-7.5800e-03,-2.84781
-7.5760e-03,0.368125,3.21813,,-7.5760e-03,-2.85188
-7.5720e-03,0.370625,3.22156,,-7.5720e-03,-2.85188
-7.5680e-03,0.372812,3.22406,,-7.5680e-03,-2.8575
-7.5640e-03,0.377188,3.22719,,-7.5640e-03,-2.85125
-7.5600e-03,0.380937,3.23375,,-7.5600e-03,-2.84875
-7.5560e-03,0.379375,3.23375,,-7.5560e-03,-2.85125
-7.5520e-03,0.379375,3.23313,,-7.5520e-03,-2.85469
-7.5480e-03,0.379375,3.23781,,-7.5480e-03,-2.85188
-7.5440e-03,0.386875,3.24188,,-7.5440e-03,-2.85031
-7.5400e-03,0.388125,3.24531,,-7.5400e-03,-2.84844
-7.5360e-03,0.39,3.24594,,-7.5360e-03,-2.85188
-7.5320e-03,0.393437,3.24938,,-7.5320e-03,-2.85375
-7.5280e-03,0.39875,3.25406,,-7.5280e-03,-2.85406
-7.5240e-03,0.402188,3.25906,,-7.5240e-03,-2.85312
-7.5200e-03,0.404375,3.26063,,-7.5200e-03,-2.85781
-7.5160e-03,0.41375,3.26938,,-7.5160e-03,-2.85688
-7.5120e-03,0.4175,3.275,,-7.5120e-03,-2.85531
-7.5080e-03,0.423438,3.27937,,-7.5080e-03,-2.85406
-7.5040e-03,0.425938,3.28187,,-7.5040e-03,-2.85594
-7.5000e-03,0.429063,3.28313,,-7.5000e-03,-2.85625
-7.4960e-03,0.429688,3.28594,,-7.4960e-03,-2.85781
-7.4920e-03,0.434063,3.28719,,-7.4920e-03,-2.85375
-7.4880e-03,0.43625,3.2875,,-7.4880e-03,-2.85344
-7.4840e-03,0.440937,3.29062,,-7.4840e-03,-2.855
-7.4800e-03,0.439688,3.29625,,-7.4800e-03,-2.85625
-7.4760e-03,0.439688,3.30031,,-7.4760e-03,-2.85562
-7.4720e-03,0.443437,3.30375,,-7.4720e-03,-2.85844
-7.4680e-03,0.447813,3.30438,,-7.4680e-03,-2.85625
-7.4640e-03,0.450937,3.30938,,-7.4640e-03,-2.85813
-7.4600e-03,0.4525,3.30938,,-7.4600e-03,-2.85719
-7.4560e-03,0.454063,3.31438,,-7.4560e-03,-2.85781
-7.4520e-03,0.455,3.315,,-7.4520e-03,-2.85875
-7.4480e-03,0.460625,3.31813,,-7.4480e-03,-2.85906
-7.4440e-03,0.46375,3.32,,-7.4440e-03,-2.85813
-7.4400e-03,0.465313,3.32219,,-7.4400e-03,-2.86094
-7.4360e-03,0.467188,3.32313,,-7.4360e-03,-2.8575
-7.4320e-03,0.470625,3.32812,,-7.4320e-03,-2.8575
-7.4280e-03,0.472187,3.32875,,-7.4280e-03,-2.86219
-7.4240e-03,0.472187,3.32938,,-7.4240e-03,-2.86313
-7.4200e-03,0.472187,3.33031,,-7.4200e-03,-2.86313
-7.4160e-03,0.47875,3.33062,,-7.4160e-03,-2.85938
-7.4120e-03,0.478438,3.33344,,-7.4120e-03,-2.85844
-7.4080e-03,0.481875,3.33625,,-7.4080e-03,-2.85813
-7.4040e-03,0.481563,3.34094,,-7.4040e-03,-2.85688
-7.4000e-03,0.4825,3.34094,,-7.4000e-03,-2.85531
-7.3960e-03,0.4875,3.34187,,-7.3960e-03,-2.85594
-7.3920e-03,0.489687,3.34437,,-7.3920e-03,-2.85375
-7.3880e-03,0.489063,3.35,,-7.3880e-03,-2.86
-7.3840e-03,0.4925,3.35219,,-7.3840e-03,-2.86
-7.3800e-03,0.4925,3.35094,,-7.3800e-03,-2.8575
-7.3760e-03,0.49625,3.35375,,-7.3760e-03,-2.86063
-7.3720e-03,0.500313,3.35813,,-7.3720e-03,-2.86219
-7.3680e-03,0.503125,3.36031,,-7.3680e-03,-2.85906
-7.3640e-03,0.502188,3.36313,,-7.3640e-03,-2.85656
-7.3600e-03,0.50625,3.36531,,-7.3600e-03,-2.85531
-7.3560e-03,0.50875,3.36469,,-7.3560e-03,-2.85906
-7.3520e-03,0.510313,3.36938,,-7.3520e-03,-2.85719
-7.3480e-03,0.511875,3.36875,,-7.3480e-03,-2.85938
-7.3440e-03,0.516563,3.37,,-7.3440e-03,-2.86031
-7.3400e-03,0.516563,3.37094,,-7.3400e-03,-2.85719
-7.3360e-03,0.518437,3.37281,,-7.3360e-03,-2.86156
-7.3320e-03,0.520938,3.37656,,-7.3320e-03,-2.85906
-7.3280e-03,0.521563,3.37344,,-7.3280e-03,-2.85688
-7.3240e-03,0.524062,3.375,,-7.3240e-03,-2.85438
-7.3200e-03,0.525625,3.37844,,-7.3200e-03,-2.8575
-7.3160e-03,0.52875,3.37844,,-7.3160e-03,-2.85594
-7.3120e-03,0.528125,3.38313,,-7.3120e-03,-2.85719
-7.3080e-03,0.528125,3.38344,,-7.3080e-03,-2.85375
-7.3040e-03,0.531563,3.38656,,-7.3040e-03,-2.85188
-7.3000e-03,0.53375,3.38906,,-7.3000e-03,-2.85344
-7.2960e-03,0.533125,3.39031,,-7.2960e-03,-2.85625
-7.2920e-03,0.534687,3.39281,,-7.2920e-03,-2.85469
-7.2880e-03,0.537813,3.39438,,-7.2880e-03,-2.85562
-7.2840e-03,0.537813,3.39562,,-7.2840e-03,-2.85906
-7.2800e-03,0.540937,3.40031,,-7.2800e-03,-2.86
-7.2760e-03,0.540937,3.40344,,-7.2760e-03,-2.85906
-7.2720e-03,0.54125,3.40281,,-7.2720e-03,-2.85438
-7.2680e-03,0.54375,3.4025,,-7.2680e-03,-2.85344
-7.2640e-03,0.544375,3.39938,,-7.2640e-03,-2.85531
-7.2600e-03,0.544375,3.40344,,-7.2600e-03,-2.85844
-7.2560e-03,0.545312,3.40375,,-7.2560e-03,-2.85344
-7.2520e-03,0.546563,3.40531,,-7.2520e-03,-2.85062
-7.2480e-03,0.549375,3.40594,,-7.2480e-03,-2.85281
-7.2440e-03,0.550625,3.40687,,-7.2440e-03,-2.85531
-7.2400e-03,0.548438,3.40906,,-7.2400e-03,-2.85719
-7.2360e-03,0.55,3.41,,-7.2360e-03,-2.85656
-7.2320e-03,0.55,3.41,,-7.2320e-03,-2.8575
-7.2280e-03,0.554063,3.41156,,-7.2280e-03,-2.86031
-7.2240e-03,0.553438,3.41188,,-7.2240e-03,-2.86
-7.2200e-03,0.553438,3.41312,,-7.2200e-03,-2.86063
-7.2160e-03,0.555937,3.41312,,-7.2160e-03,-2.86
-7.2120e-03,0.5575,3.41344,,-7.2120e-03,-2.8575
-7.2080e-03,0.55875,3.41469,,-7.2080e-03,-2.86
-7.2040e-03,0.5575,3.4175,,-7.2040e-03,-2.85656
-7.2000e-03,0.560625,3.41875,,-7.2000e-03,-2.85844
-7.1960e-03,0.562813,3.42156,,-7.1960e-03,-2.85688
-7.1920e-03,0.566875,3.42625,,-7.1920e-03,-2.85719
-7.1880e-03,0.565312,3.42625,,-7.1880e-03,-2.86219
-7.1840e-03,0.56375,3.42719,,-7.1840e-03,-2.86094
-7.1800e-03,0.56625,3.42687,,-7.1800e-03,-2.86
-7.1760e-03,0.569688,3.42781,,-7.1760e-03,-2.85844
-7.1720e-03,0.569375,3.42875,,-7.1720e-03,-2.85844
-7.1680e-03,0.571875,3.42969,,-7.1680e-03,-2.85844
-7.1640e-03,0.57375,3.43125,,-7.1640e-03,-2.85625
-7.1600e-03,0.572813,3.43219,,-7.1600e-03,-2.85656
-7.1560e-03,0.573438,3.43281,,-7.1560e-03,-2.85688
-7.1520e-03,0.572187,3.43531,,-7.1520e-03,-2.85938
-7.1480e-03,0.570312,3.435,,-7.1480e-03,-2.85844
-7.1440e-03,0.571875,3.43281,,-7.1440e-03,-2.86
-7.1400e-03,0.574375,3.4375,,-7.1400e-03,-2.85969
-7.1360e-03,0.572187,3.43531,,-7.1360e-03,-2.86406
-7.1320e-03,0.573438,3.43688,,-7.1320e-03,-2.86344
-7.1280e-03,0.574375,3.43781,,-7.1280e-03,-2.8625
-7.1240e-03,0.579063,3.43625,,-7.1240e-03,-2.86156
-7.1200e-03,0.578438,3.43906,,-7.1200e-03,-2.86156
-7.1160e-03,0.577813,3.44,,-7.1160e-03,-2.86313
-7.1120e-03,0.579063,3.44094,,-7.1120e-03,-2.86406
-7.1080e-03,0.58,3.4425,,-7.1080e-03,-2.86219
-7.1040e-03,0.580313,3.44344,,-7.1040e-03,-2.86344
-7.1000e-03,0.581875,3.44094,,-7.1000e-03,-2.85938
-7.0960e-03,0.580937,3.4425,,-7.0960e-03,-2.86125
-7.0920e-03,0.581875,3.4425,,-7.0920e-03,-2.86
-7.0880e-03,0.585,3.44437,,-7.0880e-03,-2.86
-7.0840e-03,0.585,3.445,,-7.0840e-03,-2.8625
-7.0800e-03,0.586562,3.445,,-7.0800e-03,-2.86469
-7.0760e-03,0.587187,3.445,,-7.0760e-03,-2.86219
-7.0720e-03,0.5875,3.44719,,-7.0720e-03,-2.86469
-7.0680e-03,0.588438,3.44844,,-7.0680e-03,-2.8625
-7.0640e-03,0.588125,3.45125,,-7.0640e-03,-2.86625
-7.0600e-03,0.592187,3.45125,,-7.0600e-03,-2.865
-7.0560e-03,0.59,3.45125,,-7.0560e-03,-2.86219
-7.0520e-03,0.590625,3.45375,,-7.0520e-03,-2.86125
-7.0480e-03,0.591562,3.45063,,-7.0480e-03,-2.86187
-7.0440e-03,0.594063,3.45219,,-7.0440e-03,-2.86625
-7.0400e-03,0.59125,3.45531,,-7.0400e-03,-2.86938
-7.0360e-03,0.593125,3.45719,,-7.0360e-03,-2.86687
-7.0320e-03,0.595625,3.45656,,-7.0320e-03,-2.86563
-7.0280e-03,0.59625,3.45812,,-7.0280e-03,-2.86781
-7.0240e-03,0.594063,3.45938,,-7.0240e-03,-2.86906
-7.0200e-03,0.592187,3.45656,,-7.0200e-03,-2.86813
-7.0160e-03,0.592187,3.45781,,-7.0160e-03,-2.86344
-7.0120e-03,0.595313,3.45781,,-7.0120e-03,-2.8675
-7.0080e-03,0.597812,3.45969,,-7.0080e-03,-2.86844
-7.0040e-03,0.59375,3.45875,,-7.0040e-03,-2.86687
-7.0000e-03,0.5925,3.46125,,-7.0000e-03,-2.86719
-6.9960e-03,0.595625,3.45938,,-6.9960e-03,-2.86656
-6.9920e-03,0.597187,3.46063,,-6.9920e-03,-2.8625
-6.9880e-03,0.597812,3.46188,,-6.9880e-03,-2.86813
-6.9840e-03,0.597812,3.46281,,-6.9840e-03,-2.86469
-6.9800e-03,0.598125,3.46219,,-6.9800e-03,-2.86344
-6.9760e-03,0.599688,3.46344,,-6.9760e-03,-2.86563
-6.9720e-03,0.60125,3.46469,,-6.9720e-03,-2.86813
-6.9680e-03,0.599688,3.46437,,-6.9680e-03,-2.8675
-6.9640e-03,0.599688,3.46625,,-6.9640e-03,-2.86594
-6.9600e-03,0.599688,3.46531,,-6.9600e-03,-2.8625
-6.9560e-03,0.600625,3.4675,,-6.9560e-03,-2.86406
-6.9520e-03,0.600313,3.46844,,-6.9520e-03,-2.86313
-6.9480e-03,0.600625,3.46687,,-6.9480e-03,-2.86625
-6.9440e-03,0.600313,3.4675,,-6.9440e-03,-2.86187
-6.9400e-03,0.599375,3.46781,,-6.9400e-03,-2.86469
-6.9360e-03,0.599688,3.46594,,-6.9360e-03,-2.86813
-6.9320e-03,0.600625,3.46687,,-6.9320e-03,-2.87
-6.9280e-03,0.602187,3.46687,,-6.9280e-03,-2.8675
-6.9240e-03,0.601875,3.47031,,-6.9240e-03,-2.86125
-6.9200e-03,0.60375,3.4675,,-6.9200e-03,-2.86437
-6.9160e-03,0.60375,3.47031,,-6.9160e-03,-2.86844
-6.9120e-03,0.60125,3.47094,,-6.9120e-03,-2.86719
-6.9080e-03,0.602187,3.47344,,-6.9080e-03,-2.86281
-6.9040e-03,0.604375,3.475,,-6.9040e-03,-2.86813
-6.9000e-03,0.605313,3.47156,,-6.9000e-03,-2.86969
-6.8960e-03,0.602812,3.47344,,-6.8960e-03,-2.87062
-6.8920e-03,0.602812,3.47188,,-6.8920e-03,-2.86969
-6.8880e-03,0.604688,3.47562,,-6.8880e-03,-2.87062
-6.8840e-03,0.605313,3.47438,,-6.8840e-03,-2.86531
-6.8800e-03,0.604688,3.47594,,-6.8800e-03,-2.86969
-6.8760e-03,0.604375,3.475,,-6.8760e-03,-2.86813
-6.8720e-03,0.605938,3.475,,-6.8720e-03,-2.86719
-6.8680e-03,0.601875,3.4725,,-6.8680e-03,-2.86625
-6.8640e-03,0.605938,3.47188,,-6.8640e-03,-2.86375
-6.8600e-03,0.60375,3.47188,,-6.8600e-03,-2.86813
-6.8560e-03,0.60375,3.47094,,-6.8560e-03,-2.86344
-6.8520e-03,0.605313,3.46937,,-6.8520e-03,-2.8675
-6.8480e-03,0.604688,3.47156,,-6.8480e-03,-2.86469
-6.8440e-03,0.60375,3.46875,,-6.8440e-03,-2.86844
-6.8400e-03,0.60375,3.47094,,-6.8400e-03,-2.87062
-6.8360e-03,0.602187,3.46844,,-6.8360e-03,-2.8675
-6.8320e-03,0.602187,3.47094,,-6.8320e-03,-2.86687
-6.8280e-03,0.60375,3.47031,,-6.8280e-03,-2.86719
-6.8240e-03,0.602812,3.47156,,-6.8240e-03,-2.87344
-6.8200e-03,0.602812,3.475,,-6.8200e-03,-2.87031
-6.8160e-03,0.603437,3.47594,,-6.8160e-03,-2.86938
-6.8120e-03,0.605313,3.47812,,-6.8120e-03,-2.86625
