Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.004,,,Horizontal Scale,0.004
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,4e-06,,,Sample Interval,4e-06
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,2,,,Vertical Scale,1
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1-CH2>"
1.1600e-04,-1.72094,1.07,,1.1600e-04,-2.78688
1.2000e-04,-1.71437,1.07313,,1.2000e-04,-2.785
1.2400e-04,-1.70844,1.08062,,1.2400e-04,-2.78781
1.2800e-04,-1.69875,1.08937,,1.2800e-04,-2.78594
1.3200e-04,-1.68938,1.09594,,1.3200e-04,-2.78406
1.3600e-04,-1.67938,1.10563,,1.3600e-04,-2.78281
1.4000e-04,-1.67219,1.11125,,1.4000e-04,-2.79
1.4400e-04,-1.66719,1.11969,,1.4400e-04,-2.78812
1.4800e-04,-1.65563,1.12594,,1.4800e-04,-2.78844
1.5200e-04,-1.65156,1.13187,,1.5200e-04,-2.78438
1.5600e-04,-1.64062,1.14062,,1.5600e-04,-2.78438
1.6000e-04,-1.63531,1.14656,,1.6000e-04,-2.785
1.6400e-04,-1.62969,1.15281,,1.6400e-04,-2.78313
1.6800e-04,-1.62156,1.16031,,1.6800e-04,-2.77781
1.7200e-04,-1.61125,1.16844,,1.7200e-04,-2.78156
1.7600e-04,-1.60688,1.1725,,1.7600e-04,-2.77937
1.8000e-04,-1.60125,1.17906,,1.8000e-04,-2.78187
1.8400e-04,-1.58937,1.18562,,1.8400e-04,-2.77719
1.8800e-04,-1.5875,1.1925,,1.8800e-04,-2.77781
1.9200e-04,-1.58094,1.19844,,1.9200e-04,-2.77781
1.9600e-04,-1.57219,1.20312,,1.9600e-04,-2.78094
2.0000e-04,-1.56906,1.20875,,2.0000e-04,-2.77438
2.0400e-04,-1.56563,1.21313,,2.0400e-04,-2.77469
2.0800e-04,-1.55594,1.21875,,2.0800e-04,-2.77813
2.1200e-04,-1.54875,1.22687,,2.1200e-04,-2.775
2.1600e-04,-1.54594,1.23,,2.1600e-04,-2.77219
2.2000e-04,-1.54188,1.23344,,2.2000e-04,-2.76906
2.2400e-04,-1.53313,1.24,,2.2400e-04,-2.77062
2.2800e-04,-1.5275,1.24375,,2.2800e-04,-2.77
2.3200e-04,-1.5275,1.24781,,2.3200e-04,-2.77062
2.3600e-04,-1.52031,1.25375,,2.3600e-04,-2.77062
2.4000e-04,-1.51625,1.25531,,2.4000e-04,-2.76969
2.4400e-04,-1.51219,1.26094,,2.4400e-04,-2.77062
2.4800e-04,-1.50719,1.2675,,2.4800e-04,-2.77219
2.5200e-04,-1.50219,1.27313,,2.5200e-04,-2.76812
2.5600e-04,-1.50063,1.27563,,2.5600e-04,-2.77062
2.6000e-04,-1.495,1.27875,,2.6000e-04,-2.77031
2.6400e-04,-1.49094,1.28531,,2.6400e-04,-2.77156
2.6800e-04,-1.48687,1.28781,,2.6800e-04,-2.77125
2.7200e-04,-1.48594,1.29125,,2.7200e-04,-2.77125
2.7600e-04,-1.48125,1.29594,,2.7600e-04,-2.76625
2.8000e-04,-1.47719,1.29656,,2.8000e-04,-2.76875
2.8400e-04,-1.47375,1.30062,,2.8400e-04,-2.77219
2.8800e-04,-1.46969,1.3075,,2.8800e-04,-2.77219
2.9200e-04,-1.47125,1.30812,,2.9200e-04,-2.77281
2.9600e-04,-1.46344,1.3075,,2.9600e-04,-2.77094
3.0000e-04,-1.45938,1.31375,,3.0000e-04,-2.76875
3.0400e-04,-1.45844,1.31375,,3.0400e-04,-2.77281
3.0800e-04,-1.45531,1.31781,,3.0800e-04,-2.77625
3.1200e-04,-1.455,1.32188,,3.1200e-04,-2.77469
3.1600e-04,-1.45281,1.32438,,3.1600e-04,-2.77375
3.2000e-04,-1.45031,1.3275,,3.2000e-04,-2.77281
3.2400e-04,-1.44625,1.33094,,3.2400e-04,-2.77312
3.2800e-04,-1.44562,1.33187,,3.2800e-04,-2.77469
3.3200e-04,-1.44063,1.33719,,3.3200e-04,-2.77625
3.3600e-04,-1.43875,1.33594,,3.3600e-04,-2.77563
3.4000e-04,-1.43656,1.33906,,3.4000e-04,-2.77563
3.4400e-04,-1.43219,1.34125,,3.4400e-04,-2.775
3.4800e-04,-1.43406,1.34062,,3.4800e-04,-2.77469
3.5200e-04,-1.42906,1.34125,,3.5200e-04,-2.77406
3.5600e-04,-1.42656,1.34469,,3.5600e-04,-2.77219
3.6000e-04,-1.42844,1.34781,,3.6000e-04,-2.77625
3.6400e-04,-1.42594,1.34937,,3.6400e-04,-2.77687
3.6800e-04,-1.42594,1.35219,,3.6800e-04,-2.77312
3.7200e-04,-1.42281,1.35187,,3.7200e-04,-2.77469
3.7600e-04,-1.41781,1.35344,,3.7600e-04,-2.77625
3.8000e-04,-1.41938,1.35375,,3.8000e-04,-2.78
3.8400e-04,-1.41875,1.35688,,3.8400e-04,-2.77937
3.8800e-04,-1.41719,1.35531,,3.8800e-04,-2.77719
3.9200e-04,-1.41688,1.35938,,3.9200e-04,-2.77625
3.9600e-04,-1.41375,1.365,,3.9600e-04,-2.77563
4.0000e-04,-1.41437,1.36406,,4.0000e-04,-2.77344
4.0400e-04,-1.41312,1.36187,,4.0400e-04,-2.77781
4.0800e-04,-1.41219,1.36406,,4.0800e-04,-2.77375
4.1200e-04,-1.41125,1.36594,,4.1200e-04,-2.77438
4.1600e-04,-1.41281,1.3675,,4.1600e-04,-2.77625
4.2000e-04,-1.41125,1.37,,4.2000e-04,-2.77469
4.2400e-04,-1.40875,1.36969,,4.2400e-04,-2.77281
4.2800e-04,-1.40656,1.37125,,4.2800e-04,-2.77094
4.3200e-04,-1.40375,1.37156,,4.3200e-04,-2.77469
4.3600e-04,-1.40219,1.37375,,4.3600e-04,-2.77719
4.4000e-04,-1.40219,1.37531,,4.4000e-04,-2.77594
4.4400e-04,-1.39969,1.37469,,4.4400e-04,-2.77281
4.4800e-04,-1.40156,1.37813,,4.4800e-04,-2.77281
4.5200e-04,-1.39906,1.38125,,4.5200e-04,-2.7775
4.5600e-04,-1.39969,1.37875,,4.5600e-04,-2.7725
4.6000e-04,-1.395,1.37781,,4.6000e-04,-2.77219
4.6400e-04,-1.39281,1.37813,,4.6400e-04,-2.77219
4.6800e-04,-1.39156,1.38062,,4.6800e-04,-2.7725
4.7200e-04,-1.39031,1.38062,,4.7200e-04,-2.77375
4.7600e-04,-1.39,1.38281,,4.7600e-04,-2.77531
4.8000e-04,-1.39,1.38031,,4.8000e-04,-2.77625
4.8400e-04,-1.39031,1.38281,,4.8400e-04,-2.77563
4.8800e-04,-1.39094,1.38594,,4.8800e-04,-2.77969
4.9200e-04,-1.39094,1.38531,,4.9200e-04,-2.775
4.9600e-04,-1.3875,1.3875,,4.9600e-04,-2.77844
5.0000e-04,-1.38781,1.3875,,5.0000e-04,-2.77656
5.0400e-04,-1.38594,1.39031,,5.0400e-04,-2.78187
5.0800e-04,-1.38438,1.39094,,5.0800e-04,-2.78156
5.1200e-04,-1.3875,1.38938,,5.1200e-04,-2.77781
5.1600e-04,-1.38469,1.38938,,5.1600e-04,-2.77969
5.2000e-04,-1.38594,1.38875,,5.2000e-04,-2.77969
5.2400e-04,-1.38344,1.39156,,5.2400e-04,-2.77813
5.2800e-04,-1.38281,1.39406,,5.2800e-04,-2.77813
5.3200e-04,-1.38281,1.39031,,5.3200e-04,-2.78
5.3600e-04,-1.38219,1.39156,,5.3600e-04,-2.77781
5.4000e-04,-1.38062,1.39,,5.4000e-04,-2.77469
5.4400e-04,-1.38469,1.39281,,5.4400e-04,-2.77906
5.4800e-04,-1.38281,1.3925,,5.4800e-04,-2.77625
5.5200e-04,-1.38281,1.39094,,5.5200e-04,-2.77906
5.5600e-04,-1.38219,1.38844,,5.5600e-04,-2.78094
5.6000e-04,-1.38219,1.38844,,5.6000e-04,-2.77906
5.6400e-04,-1.38438,1.38938,,5.6400e-04,-2.78063
5.6800e-04,-1.38187,1.38875,,5.6800e-04,-2.77781
5.7200e-04,-1.37938,1.39187,,5.7200e-04,-2.77781
5.7600e-04,-1.37813,1.39094,,5.7600e-04,-2.77406
5.8000e-04,-1.38062,1.39344,,5.8000e-04,-2.77687
5.8400e-04,-1.37875,1.39437,,5.8400e-04,-2.775
5.8800e-04,-1.37813,1.39344,,5.8800e-04,-2.77687
5.9200e-04,-1.37781,1.39406,,5.9200e-04,-2.77687
5.9600e-04,-1.37719,1.39437,,5.9600e-04,-2.77844
6.0000e-04,-1.37969,1.39656,,6.0000e-04,-2.77625
6.0400e-04,-1.37625,1.39594,,6.0400e-04,-2.77375
6.0800e-04,-1.37781,1.3925,,6.0800e-04,-2.77438
6.1200e-04,-1.37531,1.39344,,6.1200e-04,-2.77531
6.1600e-04,-1.37406,1.39437,,6.1600e-04,-2.77875
6.2000e-04,-1.37656,1.39594,,6.2000e-04,-2.77344
6.2400e-04,-1.37219,1.39594,,6.2400e-04,-2.77719
6.2800e-04,-1.37312,1.39656,,6.2800e-04,-2.77531
6.3200e-04,-1.3725,1.39594,,6.3200e-04,-2.775
6.3600e-04,-1.37312,1.39594,,6.3600e-04,-2.77781
6.4000e-04,-1.37312,1.39344,,6.4000e-04,-2.775
6.4400e-04,-1.37469,1.39437,,6.4400e-04,-2.77156
6.4800e-04,-1.37469,1.3925,,6.4800e-04,-2.77156
6.5200e-04,-1.37406,1.39281,,6.5200e-04,-2.77469
6.5600e-04,-1.37375,1.39187,,6.5600e-04,-2.77156
6.6000e-04,-1.3725,1.39563,,6.6000e-04,-2.77312
6.6400e-04,-1.37375,1.39563,,6.6400e-04,-2.77219
6.6800e-04,-1.36969,1.39437,,6.6800e-04,-2.77219
6.7200e-04,-1.37375,1.395,,6.7200e-04,-2.77281
6.7600e-04,-1.37406,1.39406,,6.7600e-04,-2.76938
6.8000e-04,-1.36969,1.39688,,6.8000e-04,-2.77312
6.8400e-04,-1.37375,1.39563,,6.8400e-04,-2.77188
6.8800e-04,-1.37156,1.39563,,6.8800e-04,-2.77719
6.9200e-04,-1.37312,1.39344,,6.9200e-04,-2.77281
6.9600e-04,-1.37469,1.39594,,6.9600e-04,-2.77188
7.0000e-04,-1.37125,1.39813,,7.0000e-04,-2.77094
7.0400e-04,-1.37,1.39969,,7.0400e-04,-2.77375
7.0800e-04,-1.37375,1.40063,,7.0800e-04,-2.77687
7.1200e-04,-1.3725,1.40156,,7.1200e-04,-2.77375
7.1600e-04,-1.37406,1.3975,,7.1600e-04,-2.77031
7.2000e-04,-1.3725,1.39969,,7.2000e-04,-2.77563
7.2400e-04,-1.37406,1.40156,,7.2400e-04,-2.77094
7.2800e-04,-1.37625,1.40406,,7.2800e-04,-2.77312
7.3200e-04,-1.37406,1.40312,,7.3200e-04,-2.77563
7.3600e-04,-1.37406,1.40469,,7.3600e-04,-2.77312
7.4000e-04,-1.37531,1.4025,,7.4000e-04,-2.77
7.4400e-04,-1.37312,1.405,,7.4400e-04,-2.77375
7.4800e-04,-1.37531,1.40406,,7.4800e-04,-2.77094
7.5200e-04,-1.37563,1.405,,7.5200e-04,-2.77125
7.5600e-04,-1.37312,1.40656,,7.5600e-04,-2.7725
7.6000e-04,-1.37219,1.40219,,7.6000e-04,-2.77
7.6400e-04,-1.37312,1.40312,,7.6400e-04,-2.77188
7.6800e-04,-1.3725,1.40406,,7.6800e-04,-2.77375
7.7200e-04,-1.3725,1.40563,,7.7200e-04,-2.77656
7.7600e-04,-1.37125,1.4025,,7.7600e-04,-2.77625
7.8000e-04,-1.3725,1.40469,,7.8000e-04,-2.77281
7.8400e-04,-1.37406,1.40312,,7.8400e-04,-2.77188
7.8800e-04,-1.37156,1.405,,7.8800e-04,-2.77156
7.9200e-04,-1.37219,1.40375,,7.9200e-04,-2.77031
7.9600e-04,-1.3725,1.40094,,7.9600e-04,-2.77312
8.0000e-04,-1.37375,1.40375,,8.0000e-04,-2.77281
8.0400e-04,-1.37375,1.4,,8.0400e-04,-2.76969
8.0800e-04,-1.37062,1.40156,,8.0800e-04,-2.76812
8.1200e-04,-1.36969,1.4,,8.1200e-04,-2.76969
8.1600e-04,-1.36813,1.40156,,8.1600e-04,-2.77031
8.2000e-04,-1.37062,1.40312,,8.2000e-04,-2.77281
8.2400e-04,-1.37219,1.40219,,8.2400e-04,-2.77062
8.2800e-04,-1.37,1.40312,,8.2800e-04,-2.77531
8.3200e-04,-1.37062,1.40656,,8.3200e-04,-2.77687
8.3600e-04,-1.37062,1.40469,,8.3600e-04,-2.77312
8.4000e-04,-1.36844,1.40375,,8.4000e-04,-2.77125
8.4400e-04,-1.37,1.40625,,8.4400e-04,-2.77062
8.4800e-04,-1.36844,1.40813,,8.4800e-04,-2.77094
8.5200e-04,-1.36813,1.40719,,8.5200e-04,-2.77438
8.5600e-04,-1.36906,1.40875,,8.5600e-04,-2.77312
8.6000e-04,-1.37062,1.40781,,8.6000e-04,-2.77281
8.6400e-04,-1.36906,1.40719,,8.6400e-04,-2.77563
8.6800e-04,-1.36969,1.40406,,8.6800e-04,-2.77219
8.7200e-04,-1.37062,1.40875,,8.7200e-04,-2.77156
8.7600e-04,-1.37062,1.40469,,8.7600e-04,-2.77219
8.8000e-04,-1.36719,1.405,,8.8000e-04,-2.77625
8.8400e-04,-1.36594,1.40813,,8.8400e-04,-2.77469
8.8800e-04,-1.36906,1.40875,,8.8800e-04,-2.77375
8.9200e-04,-1.37125,1.40563,,8.9200e-04,-2.77219
8.9600e-04,-1.36906,1.40813,,8.9600e-04,-2.77312
9.0000e-04,-1.37,1.40656,,9.0000e-04,-2.77031
9.0400e-04,-1.36906,1.40813,,9.0400e-04,-2.77125
9.0800e-04,-1.37,1.40781,,9.0800e-04,-2.7725
9.1200e-04,-1.36969,1.40875,,9.1200e-04,-2.76969
9.1600e-04,-1.36844,1.40719,,9.1600e-04,-2.77062
9.2000e-04,-1.36813,1.40906,,9.2000e-04,-2.77156
9.2400e-04,-1.36969,1.40625,,9.2400e-04,-2.7725
9.2800e-04,-1.37062,1.40813,,9.2800e-04,-2.77219
9.3200e-04,-1.36844,1.40719,,9.3200e-04,-2.77094
9.3600e-04,-1.3675,1.40906,,9.3600e-04,-2.76938
9.4000e-04,-1.36719,1.40656,,9.4000e-04,-2.76938
9.4400e-04,-1.3675,1.40719,,9.4400e-04,-2.77156
9.4800e-04,-1.36813,1.40656,,9.4800e-04,-2.77312
9.5200e-04,-1.36844,1.40563,,9.5200e-04,-2.77219
9.5600e-04,-1.36844,1.40906,,9.5600e-04,-2.77156
9.6000e-04,-1.37,1.40781,,9.6000e-04,-2.77281
9.6400e-04,-1.37125,1.41031,,9.6400e-04,-2.77312
9.6800e-04,-1.37125,1.40625,,9.6800e-04,-2.77406
9.7200e-04,-1.36969,1.40563,,9.7200e-04,-2.77062
9.7600e-04,-1.36969,1.40781,,9.7600e-04,-2.77344
9.8000e-04,-1.36656,1.40969,,9.8000e-04,-2.77563
9.8400e-04,-1.36719,1.40969,,9.8400e-04,-2.77375
9.8800e-04,-1.36563,1.40969,,9.8800e-04,-2.77438
9.9200e-04,-1.36813,1.40875,,9.9200e-04,-2.77375
9.9600e-04,-1.36563,1.405,,9.9600e-04,-2.77062
1.0000e-03,-1.36656,1.40813,,1.0000e-03,-2.77438
1.0040e-03,-1.36344,1.40563,,1.0040e-03,-2.77344
1.0080e-03,-1.365,1.40625,,1.0080e-03,-2.77156
1.0120e-03,-1.36406,1.40656,,1.0120e-03,-2.77219
1.0160e-03,-1.365,1.40625,,1.0160e-03,-2.7775
1.0200e-03,-1.36594,1.40656,,1.0200e-03,-2.77719
1.0240e-03,-1.36156,1.40719,,1.0240e-03,-2.77344
1.0280e-03,-1.36094,1.40719,,1.0280e-03,-2.76938
1.0320e-03,-1.36031,1.40563,,1.0320e-03,-2.77312
1.0360e-03,-1.3625,1.40813,,1.0360e-03,-2.77281
1.0400e-03,-1.36406,1.40781,,1.0400e-03,-2.76969
1.0440e-03,-1.36406,1.40656,,1.0440e-03,-2.77281
1.0480e-03,-1.36312,1.40625,,1.0480e-03,-2.77125
1.0520e-03,-1.36594,1.405,,1.0520e-03,-2.77719
1.0560e-03,-1.365,1.40656,,1.0560e-03,-2.77531
1.0600e-03,-1.36594,1.40656,,1.0600e-03,-2.77375
1.0640e-03,-1.365,1.40656,,1.0640e-03,-2.77312
1.0680e-03,-1.36156,1.40719,,1.0680e-03,-2.77687
1.0720e-03,-1.36563,1.40625,,1.0720e-03,-2.77719
1.0760e-03,-1.36438,1.40781,,1.0760e-03,-2.77406
1.0800e-03,-1.36594,1.40625,,1.0800e-03,-2.77219
1.0840e-03,-1.36594,1.40625,,1.0840e-03,-2.77219
1.0880e-03,-1.36344,1.40656,,1.0880e-03,-2.77219
1.0920e-03,-1.365,1.40719,,1.0920e-03,-2.76969
1.0960e-03,-1.36344,1.40625,,1.0960e-03,-2.76844
1.1000e-03,-1.365,1.40656,,1.1000e-03,-2.76875
1.1040e-03,-1.36438,1.40406,,1.1040e-03,-2.7675
1.1080e-03,-1.36344,1.40719,,1.1080e-03,-2.76594
1.1120e-03,-1.36312,1.40906,,1.1120e-03,-2.76594
1.1160e-03,-1.36187,1.40781,,1.1160e-03,-2.76719
1.1200e-03,-1.36344,1.41031,,1.1200e-03,-2.76812
1.1240e-03,-1.36563,1.40625,,1.1240e-03,-2.76844
1.1280e-03,-1.36312,1.40625,,1.1280e-03,-2.76719
1.1320e-03,-1.36594,1.40563,,1.1320e-03,-2.76812
1.1360e-03,-1.3675,1.40563,,1.1360e-03,-2.76812
1.1400e-03,-1.36813,1.40469,,1.1400e-03,-2.76812
1.1440e-03,-1.36344,1.40625,,1.1440e-03,-2.77125
1.1480e-03,-1.36719,1.40656,,1.1480e-03,-2.77094
1.1520e-03,-1.36406,1.41031,,1.1520e-03,-2.77125
1.1560e-03,-1.36406,1.40719,,1.1560e-03,-2.77156
1.1600e-03,-1.36594,1.40469,,1.1600e-03,-2.77094
1.1640e-03,-1.36844,1.40656,,1.1640e-03,-2.77375
1.1680e-03,-1.36813,1.40906,,1.1680e-03,-2.77062
1.1720e-03,-1.36719,1.40656,,1.1720e-03,-2.77375
1.1760e-03,-1.36594,1.405,,1.1760e-03,-2.77125
1.1800e-03,-1.36719,1.40563,,1.1800e-03,-2.76906
1.1840e-03,-1.3675,1.40625,,1.1840e-03,-2.77031
1.1880e-03,-1.36813,1.405,,1.1880e-03,-2.76969
1.1920e-03,-1.36844,1.40625,,1.1920e-03,-2.76812
1.1960e-03,-1.36438,1.40906,,1.1960e-03,-2.77156
1.2000e-03,-1.36594,1.40875,,1.2000e-03,-2.77438
1.2040e-03,-1.365,1.40875,,1.2040e-03,-2.77031
1.2080e-03,-1.36594,1.40813,,1.2080e-03,-2.76812
1.2120e-03,-1.36594,1.40719,,1.2120e-03,-2.77094
1.2160e-03,-1.36156,1.41031,,1.2160e-03,-2.77438
1.2200e-03,-1.36438,1.40875,,1.2200e-03,-2.77375
1.2240e-03,-1.3675,1.40969,,1.2240e-03,-2.77125
1.2280e-03,-1.3625,1.40781,,1.2280e-03,-2.77219
1.2320e-03,-1.36406,1.40813,,1.2320e-03,-2.77281
1.2360e-03,-1.3675,1.405,,1.2360e-03,-2.77281
1.2400e-03,-1.36969,1.40625,,1.2400e-03,-2.77094
1.2440e-03,-1.36656,1.40469,,1.2440e-03,-2.76969
1.2480e-03,-1.36438,1.405,,1.2480e-03,-2.77
1.2520e-03,-1.36594,1.40469,,1.2520e-03,-2.77
1.2560e-03,-1.37062,1.40625,,1.2560e-03,-2.76969
1.2600e-03,-1.36719,1.405,,1.2600e-03,-2.76969
1.2640e-03,-1.36594,1.4025,,1.2640e-03,-2.77125
1.2680e-03,-1.36594,1.4025,,1.2680e-03,-2.77031
1.2720e-03,-1.36656,1.4025,,1.2720e-03,-2.77094
1.2760e-03,-1.3675,1.4025,,1.2760e-03,-2.77469
1.2800e-03,-1.36719,1.40312,,1.2800e-03,-2.77125
1.2840e-03,-1.36969,1.40219,,1.2840e-03,-2.77219
1.2880e-03,-1.3675,1.40063,,1.2880e-03,-2.77625
1.2920e-03,-1.365,1.40312,,1.2920e-03,-2.77312
1.2960e-03,-1.36656,1.40219,,1.2960e-03,-2.77594
1.3000e-03,-1.36438,1.40312,,1.3000e-03,-2.77281
1.3040e-03,-1.3625,1.40375,,1.3040e-03,-2.77531
1.3080e-03,-1.3625,1.40312,,1.3080e-03,-2.77781
1.3120e-03,-1.36187,1.40563,,1.3120e-03,-2.77438
1.3160e-03,-1.3625,1.40563,,1.3160e-03,-2.77469
1.3200e-03,-1.36187,1.40656,,1.3200e-03,-2.77062
1.3240e-03,-1.36094,1.40469,,1.3240e-03,-2.7725
1.3280e-03,-1.36344,1.40656,,1.3280e-03,-2.77375
1.3320e-03,-1.36656,1.40563,,1.3320e-03,-2.77062
1.3360e-03,-1.365,1.40781,,1.3360e-03,-2.76969
1.3400e-03,-1.36406,1.40563,,1.3400e-03,-2.77281
1.3440e-03,-1.36344,1.40406,,1.3440e-03,-2.77031
1.3480e-03,-1.36656,1.40375,,1.3480e-03,-2.76938
1.3520e-03,-1.36656,1.405,,1.3520e-03,-2.76938
1.3560e-03,-1.36312,1.40625,,1.3560e-03,-2.77281
1.3600e-03,-1.36344,1.405,,1.3600e-03,-2.77031
1.3640e-03,-1.36156,1.40469,,1.3640e-03,-2.76969
1.3680e-03,-1.36156,1.40563,,1.3680e-03,-2.76812
1.3720e-03,-1.36187,1.40469,,1.3720e-03,-2.77125
1.3760e-03,-1.36156,1.40469,,1.3760e-03,-2.76969
1.3800e-03,-1.36563,1.40469,,1.3800e-03,-2.77125
1.3840e-03,-1.36344,1.40375,,1.3840e-03,-2.77344
1.3880e-03,-1.36312,1.40625,,1.3880e-03,-2.77219
1.3920e-03,-1.36312,1.405,,1.3920e-03,-2.77625
1.3960e-03,-1.36344,1.4025,,1.3960e-03,-2.77
1.4000e-03,-1.36344,1.405,,1.4000e-03,-2.77281
1.4040e-03,-1.36656,1.40469,,1.4040e-03,-2.77375
1.4080e-03,-1.36563,1.40469,,1.4080e-03,-2.77062
1.4120e-03,-1.36406,1.40469,,1.4120e-03,-2.77
1.4160e-03,-1.36594,1.40406,,1.4160e-03,-2.77062
1.4200e-03,-1.36406,1.40625,,1.4200e-03,-2.76875
1.4240e-03,-1.36563,1.40719,,1.4240e-03,-2.76906
1.4280e-03,-1.36844,1.40719,,1.4280e-03,-2.77406
1.4320e-03,-1.365,1.40563,,1.4320e-03,-2.77125
1.4360e-03,-1.36563,1.405,,1.4360e-03,-2.77156
1.4400e-03,-1.36813,1.40781,,1.4400e-03,-2.77188
1.4440e-03,-1.36719,1.41031,,1.4440e-03,-2.77219
1.4480e-03,-1.3675,1.40875,,1.4480e-03,-2.77156
1.4520e-03,-1.36312,1.40813,,1.4520e-03,-2.77
1.4560e-03,-1.36563,1.40719,,1.4560e-03,-2.77281
1.4600e-03,-1.36594,1.40406,,1.4600e-03,-2.76969
1.4640e-03,-1.365,1.40469,,1.4640e-03,-2.77062
1.4680e-03,-1.36594,1.40469,,1.4680e-03,-2.77125
1.4720e-03,-1.36438,1.405,,1.4720e-03,-2.77281
1.4760e-03,-1.36594,1.40406,,1.4760e-03,-2.77281
1.4800e-03,-1.36406,1.40469,,1.4800e-03,-2.775
1.4840e-03,-1.36187,1.40406,,1.4840e-03,-2.76906
1.4880e-03,-1.36344,1.40813,,1.4880e-03,-2.76969
1.4920e-03,-1.36187,1.40906,,1.4920e-03,-2.77219
1.4960e-03,-1.36,1.40969,,1.4960e-03,-2.76844
1.5000e-03,-1.355,1.40781,,1.5000e-03,-2.77125
1.5040e-03,-1.35594,1.41063,,1.5040e-03,-2.76938
1.5080e-03,-1.35375,1.41437,,1.5080e-03,-2.77094
1.5120e-03,-1.355,1.41187,,1.5120e-03,-2.77219
1.5160e-03,-1.34969,1.41844,,1.5160e-03,-2.77281
1.5200e-03,-1.34625,1.42031,,1.5200e-03,-2.76906
1.5240e-03,-1.34563,1.42281,,1.5240e-03,-2.76969
1.5280e-03,-1.34062,1.42844,,1.5280e-03,-2.77031
1.5320e-03,-1.33594,1.43312,,1.5320e-03,-2.76625
1.5360e-03,-1.3325,1.43625,,1.5360e-03,-2.76656
1.5400e-03,-1.32781,1.44437,,1.5400e-03,-2.76562
1.5440e-03,-1.32094,1.44875,,1.5440e-03,-2.76719
1.5480e-03,-1.31375,1.45656,,1.5480e-03,-2.76688
1.5520e-03,-1.305,1.46469,,1.5520e-03,-2.76656
1.5560e-03,-1.29812,1.46906,,1.5560e-03,-2.77094
1.5600e-03,-1.28687,1.47875,,1.5600e-03,-2.77156
1.5640e-03,-1.28188,1.48781,,1.5640e-03,-2.77
1.5680e-03,-1.27469,1.49562,,1.5680e-03,-2.76688
1.5720e-03,-1.265,1.50562,,1.5720e-03,-2.76812
1.5760e-03,-1.25531,1.51781,,1.5760e-03,-2.76969
1.5800e-03,-1.24656,1.52812,,1.5800e-03,-2.77375
1.5840e-03,-1.23719,1.53656,,1.5840e-03,-2.77469
1.5880e-03,-1.22844,1.54531,,1.5880e-03,-2.77438
1.5920e-03,-1.21687,1.55594,,1.5920e-03,-2.76969
1.5960e-03,-1.20969,1.56656,,1.5960e-03,-2.77281
1.6000e-03,-1.20469,1.57438,,1.6000e-03,-2.77781
1.6040e-03,-1.19844,1.58344,,1.6040e-03,-2.77375
1.6080e-03,-1.18938,1.59313,,1.6080e-03,-2.77469
1.6120e-03,-1.17906,1.60156,,1.6120e-03,-2.77281
1.6160e-03,-1.1675,1.61344,,1.6160e-03,-2.77687
1.6200e-03,-1.15938,1.6225,,1.6200e-03,-2.77719
1.6240e-03,-1.15031,1.63563,,1.6240e-03,-2.78031
1.6280e-03,-1.1375,1.64625,,1.6280e-03,-2.77969
1.6320e-03,-1.13094,1.65281,,1.6320e-03,-2.78031
1.6360e-03,-1.12031,1.66375,,1.6360e-03,-2.78406
1.6400e-03,-1.11,1.67219,,1.6400e-03,-2.78375
1.6440e-03,-1.1,1.6825,,1.6440e-03,-2.78031
1.6480e-03,-1.08937,1.69219,,1.6480e-03,-2.78063
1.6520e-03,-1.07906,1.70469,,1.6520e-03,-2.78219
1.6560e-03,-1.06688,1.71344,,1.6560e-03,-2.78094
1.6600e-03,-1.05719,1.725,,1.6600e-03,-2.78063
1.6640e-03,-1.04719,1.73313,,1.6640e-03,-2.78125
1.6680e-03,-1.03906,1.74188,,1.6680e-03,-2.78031
1.6720e-03,-1.02781,1.75188,,1.6720e-03,-2.78219
1.6760e-03,-1.01812,1.76,,1.6760e-03,-2.77969
1.6800e-03,-1.005,1.77344,,1.6800e-03,-2.78125
1.6840e-03,-0.994688,1.7825,,1.6840e-03,-2.78
1.6880e-03,-0.985625,1.79406,,1.6880e-03,-2.78063
1.6920e-03,-0.973125,1.80625,,1.6920e-03,-2.77937
1.6960e-03,-0.96125,1.81844,,1.6960e-03,-2.77594
1.7000e-03,-0.951562,1.82906,,1.7000e-03,-2.77531
1.7040e-03,-0.940625,1.84031,,1.7040e-03,-2.77781
1.7080e-03,-0.932813,1.84781,,1.7080e-03,-2.78031
1.7120e-03,-0.923125,1.85875,,1.7120e-03,-2.78063
1.7160e-03,-0.915,1.86938,,1.7160e-03,-2.77875
1.7200e-03,-0.899375,1.87844,,1.7200e-03,-2.77906
