Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.002,
Horizontal Delay,0,
Sample Interval,2e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.005,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-8.890e-03,0.00372266,0.0507813
-8.888e-03,0.00371328,0.0508906
-8.886e-03,0.00374766,0.0509609
-8.884e-03,0.00378203,0.0508047
-8.882e-03,0.00378594,0.0505
-8.880e-03,0.00379766,0.0503984
-8.878e-03,0.00377578,0.0503359
-8.876e-03,0.0037875,0.0503516
-8.874e-03,0.00375703,0.0504219
-8.872e-03,0.00376406,0.0506875
-8.870e-03,0.00379219,0.0507266
-8.868e-03,0.00377813,0.0507266
-8.866e-03,0.00376328,0.0506016
-8.864e-03,0.00374922,0.0505156
-8.862e-03,0.00378203,0.0505
-8.860e-03,0.00381484,0.0507031
-8.858e-03,0.00381016,0.0508047
-8.856e-03,0.00378828,0.0506875
-8.854e-03,0.00378984,0.0507578
-8.852e-03,0.00382812,0.0508438
-8.850e-03,0.00381406,0.0509844
-8.848e-03,0.00383125,0.051125
-8.846e-03,0.00383828,0.0510938
-8.844e-03,0.00385703,0.0511953
-8.842e-03,0.00385156,0.0513984
-8.840e-03,0.00382656,0.0515
-8.838e-03,0.00383672,0.0516328
-8.836e-03,0.00384531,0.0516328
-8.834e-03,0.00382656,0.0516953
-8.832e-03,0.00383281,0.0517188
-8.830e-03,0.00381094,0.0516406
-8.828e-03,0.00381875,0.0515391
-8.826e-03,0.00380859,0.0513516
-8.824e-03,0.00383906,0.0512969
-8.822e-03,0.00389609,0.0514531
-8.820e-03,0.00389375,0.0516406
-8.818e-03,0.00391563,0.0518359
-8.816e-03,0.00389141,0.0519844
-8.814e-03,0.00387344,0.0519609
-8.812e-03,0.00387578,0.0520469
-8.810e-03,0.00385937,0.0520625
-8.808e-03,0.00385313,0.0522422
-8.806e-03,0.00385703,0.0525547
-8.804e-03,0.00388359,0.0526563
-8.802e-03,0.00390391,0.0527109
-8.800e-03,0.00389219,0.0525938
-8.798e-03,0.00390156,0.0525859
-8.796e-03,0.00388203,0.0525469
-8.794e-03,0.00386563,0.0525156
-8.792e-03,0.00386719,0.0523828
-8.790e-03,0.00387891,0.0523828
-8.788e-03,0.00390234,0.0521875
-8.786e-03,0.00391953,0.0520781
-8.784e-03,0.0039,0.0517969
-8.782e-03,0.00391406,0.0518047
-8.780e-03,0.00389531,0.0519453
-8.778e-03,0.00391406,0.0520781
-8.776e-03,0.00393203,0.0522109
-8.774e-03,0.00395625,0.0521641
-8.772e-03,0.00397891,0.0522813
-8.770e-03,0.00397891,0.0521641
-8.768e-03,0.00396328,0.0525313
-8.766e-03,0.00392266,0.0528359
-8.764e-03,0.00394453,0.0530234
-8.762e-03,0.00393828,0.0530156
-8.760e-03,0.00394062,0.0528984
-8.758e-03,0.00393203,0.0529141
-8.756e-03,0.00389531,0.053
-8.754e-03,0.00390547,0.0531016
-8.752e-03,0.00389922,0.053
-8.750e-03,0.00389375,0.0528594
-8.748e-03,0.00392188,0.0527891
-8.746e-03,0.00389531,0.0529609
-8.744e-03,0.00393203,0.0531563
-8.742e-03,0.00390547,0.0533281
-8.740e-03,0.00391563,0.0531797
-8.738e-03,0.00393047,0.0531641
-8.736e-03,0.00392969,0.0530547
-8.734e-03,0.00393438,0.0528906
-8.732e-03,0.00392422,0.0529531
-8.730e-03,0.00392266,0.0529375
-8.728e-03,0.00392266,0.0529609
-8.726e-03,0.00389531,0.0529531
-8.724e-03,0.00391016,0.0530391
-8.722e-03,0.00393047,0.0531953
-8.720e-03,0.00395234,0.0532031
-8.718e-03,0.00393203,0.0532188
-8.716e-03,0.00390547,0.0530781
-8.714e-03,0.00391641,0.0529922
